Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Niroshan Dickwella,429754,lbw b Parnell,1,4,5,0,0,25.0,0
Sandun Weerakkody,499592,c Amla b Parnell,5,6,15,1,0,83.33,0
Kusal Mendis,629074,lbw b Imran Tahir,62,94,120,10,0,65.96,0
Dinesh Chandimal †,300628, b Imran Tahir,22,55,93,1,0,40.0,0
Upul Tharanga (c),50747,c Duminy b Imran Tahir,6,16,22,0,0,37.5,0
Dhananjaya de Silva,465793,c du Plessis b Parnell,28,53,77,1,0,52.83,0
Asela Gunaratne,360456,run out (†de Kock/Parnell/Morris),10,9,27,1,0,111.11,0
Nuwan Kulasekara,49535,c †de Kock b Rabada,17,16,24,2,1,106.25,0
Jeffrey Vandersay,370040,lbw b Morris,8,16,15,1,0,50.0,0
Suranga Lakmal,49619, b Morris,3,12,21,0,0,25.0,0
Lakshan Sandakan,429738,not out ,2,10,16,0,0,20.0,0
Quinton de Kock †,379143,c Weerakkody b Sandakan,34,40,56,4,0,85.0,1
Hashim Amla,43906,c & b Gunaratne,57,71,110,5,1,80.28,1
Faf du Plessis,44828,not out ,55,68,85,5,0,80.88,1
AB de Villiers (c),44936,not out ,30,27,32,3,1,111.11,1
