Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873,c †Sarfraz Ahmed b Mohammad Nawaz,20,31,2,0,64.52,0
Ihsanullah,703323,c & b Mohammad Nawaz,10,28,1,0,35.71,0
Rahmat Shah,533956,c & b Mohammad Nawaz,36,51,2,0,70.59,0
Hashmatullah Shahidi,440970,not out ,97,118,7,0,82.2,0
Asghar Afghan (c),320652, b Shaheen Shah Afridi,67,56,2,5,119.64,0
Mohammad Nabi,25913,c Hasan Ali b Shaheen Shah Afridi,7,5,1,0,140.0,0
Najibullah Zadran,524049, b Hasan Ali,5,6,0,0,83.33,0
Gulbadin Naib,352048,not out ,10,7,1,0,142.86,0
Fakhar Zaman,512191,lbw b Mujeeb Ur Rahman,0,6,0,0,0.0,1
Imam-ul-Haq,568276,run out (Najibullah Zadran),80,104,5,1,76.92,1
Babar Azam,348144,st †Mohammad Shahzad b Rashid Khan,66,94,4,1,70.21,1
Haris Sohail,318788,c Ihsanullah b Mujeeb Ur Rahman,13,21,1,0,61.9,1
Shoaib Malik,42657,not out ,51,43,3,1,118.6,1
Sarfaraz Ahmed (c)†,227760, b Gulbadin Naib,8,12,0,0,66.67,1
Asif Ali,494230,c Aftab Alam b Rashid Khan,7,6,0,1,116.67,1
Mohammad Nawaz,348148, b Rashid Khan,10,8,0,1,125.0,1
Hasan Ali,681305,not out ,6,3,0,1,200.0,1
