Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821, b Mustafizur Rahman,26,19,3,1,136.84,0
Kusal Mendis,629074,c Sabbir Rahman b Mahmudullah,57,30,2,5,190.0,0
Kusal Perera,300631,c †Mushfiqur Rahim b Mustafizur Rahman,74,48,8,2,154.17,0
Dasun Shanaka,437316,c Sabbir Rahman b Mahmudullah,0,2,0,0,0.0,0
Dinesh Chandimal (c)†,300628,c Sabbir Rahman b Taskin Ahmed,2,4,0,0,50.0,0
Upul Tharanga,50747,not out ,32,15,4,1,213.33,0
Thisara Perera,233514,c Nazmul Islam b Mustafizur Rahman,0,1,0,0,0.0,0
Jeevan Mendis,49700,not out ,6,2,0,1,300.0,0
Tamim Iqbal,56194,c & b NLTC Perera,47,29,6,1,162.07,1
Liton Das,536936,lbw b Pradeep,43,19,2,5,226.32,1
Soumya Sarkar,436677,c & b Pradeep,24,22,2,1,109.09,1
Mushfiqur Rahim †,56029,not out ,72,35,5,4,205.71,1
Mahmudullah (c),56025,c BKG Mendis b Chameera,20,11,1,1,181.82,1
Sabbir Rahman,373538,run out (NLTC Perera),0,2,0,0,0.0,1
Mehidy Hasan Miraz,629063,not out ,0,1,0,0,0.0,1
