Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Manan Vohra,532856,lbw b Markande,45,31,2,4,145.16,0
Quinton de Kock †,379143,c Sharma b McClenaghan,7,13,1,0,53.85,0
Brendon McCullum,37737,run out (HH Pandya),37,25,4,2,148.0,0
Virat Kohli (c),253802,c Pollard b HH Pandya,32,26,2,1,123.08,0
Mandeep Singh,398506,c Yadav b HH Pandya,14,10,1,1,140.0,0
Colin de Grandhomme,55395,not out ,23,10,0,3,230.0,0
Washington Sundar,719715,c Sharma b HH Pandya,1,3,0,0,33.33,0
Tim Southee,232364,c Cutting b Bumrah,1,2,0,0,50.0,0
Umesh Yadav,376116,not out ,1,2,0,0,50.0,0
Suryakumar Yadav,446507,lbw b Yadav,9,9,2,0,100.0,1
Ishan Kishan †,720471, b Southee,0,1,0,0,0.0,1
Jean-Paul Duminy,44932,run out (Yadav/†de Kock),23,29,3,0,79.31,1
Rohit Sharma (c),34102,c †de Kock b Yadav,0,1,0,0,0.0,1
Kieron Pollard,230559,c †de Kock b Mohammed Siraj,13,13,1,0,100.0,1
Hardik Pandya,625371,c Kohli b Southee,50,42,5,1,119.05,1
Krunal Pandya,471342,c Mandeep Singh b Mohammed Siraj,23,19,1,1,121.05,1
Ben Cutting,230371,not out ,12,6,1,1,200.0,1
Mitchell McClenaghan,319439,not out ,0,0,0,0,,1
