Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Quinton de Kock (c)†,379143, b Rashid,69,81,128,5,2,85.19,0
Reeza Hendricks,269280, b Mahmood,11,26,33,2,0,42.31,0
Temba Bavuma,372116,lbw b Rashid,29,43,56,3,0,67.44,0
Rassie van der Dussen,337790, b Ali,5,8,8,1,0,62.5,0
JJ Smuts,280490,run out (Banton/†Bairstow),31,38,46,2,1,81.58,0
David Miller,321777,not out ,69,53,90,4,4,130.19,0
Andile Phehlukwayo,540316,lbw b Rashid,14,31,31,1,0,45.16,0
Beuran Hendricks,379927,run out (Rashid/Morgan),3,6,9,0,0,50.0,0
Lutho Sipamla,698143,not out ,10,14,29,0,0,71.43,0
Jason Roy,298438,c Ngidi b BE Hendricks,21,21,38,0,2,100.0,1
Jonny Bairstow †,297433,c Phehlukwayo b Sipamla,43,23,30,6,3,186.96,1
Joe Root,303669,c Bavuma b Shamsi,49,52,88,3,0,94.23,1
Eoin Morgan (c),24598,c & b BE Hendricks,9,14,18,1,0,64.29,1
Joe Denly,12454,c Phehlukwayo b Ngidi,66,79,110,6,3,83.54,1
Tom Banton,877051,c †de Kock b BE Hendricks,32,32,51,4,1,100.0,1
Moeen Ali,8917,not out ,17,16,36,3,0,106.25,1
Tom Curran,550235,c Bavuma b Ngidi,5,9,9,1,0,55.56,1
Adil Rashid,244497,c †de Kock b Ngidi,2,10,16,0,0,20.0,1
Chris Jordan,288992,not out ,0,4,5,0,0,0.0,1
