Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168,c †Bairstow b Ahmed,4,5,9,0,0,80.0,0
Shikhar Dhawan,28235,c Kumar b Ahmed,7,8,18,1,0,87.5,0
Colin Munro,232359,c †Bairstow b Abhishek Sharma,40,24,29,4,3,166.67,0
Shreyas Iyer (c),642519,c †Bairstow b Kumar,45,40,61,5,0,112.5,0
Rishabh Pant †,931581,c Hooda b Ahmed,23,19,45,3,0,121.05,0
Chris Morris,439952, b Rashid Khan,4,8,12,0,0,50.0,0
Axar Patel,554691,not out ,14,11,19,1,0,127.27,0
Keemo Paul,677081,lbw b Kumar,7,4,9,0,1,175.0,0
Kagiso Rabada,550215,not out ,2,2,3,0,0,100.0,0
David Warner,219889,c Iyer b Rabada,51,47,86,3,1,108.51,1
Jonny Bairstow †,297433,c Rabada b Paul,41,31,51,5,1,132.26,1
Kane Williamson (c),277906,c Rabada b Paul,3,8,10,0,0,37.5,1
Ricky Bhui,642531,c Patel b Paul,7,12,18,0,0,58.33,1
Vijay Shankar,477021,c †Pant b Rabada,1,2,8,0,0,50.0,1
Deepak Hooda,497121, b Morris,3,4,8,0,0,75.0,1
Abhishek Sharma,1070183,c Paul b Morris,2,3,9,0,0,66.67,1
Rashid Khan,793463,c Paul b Morris,0,1,1,0,0,0.0,1
Bhuvneshwar Kumar,326016,c & b Rabada,2,4,8,0,0,50.0,1
Sandeep Sharma,438362,not out ,1,1,6,0,0,100.0,1
Khaleel Ahmed,942645, b Rabada,0,1,1,0,0,0.0,1
