Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rahmanullah Gurbaz †,974087,lbw b Williams,43,24,5,2,179.17,0
Hazratullah Zazai,793457,c Williams b Chatara,13,14,0,1,92.86,0
Najeeb Tarakai,533953,c Ndlovu b Williams,14,19,0,1,73.68,0
Asghar Afghan,320652,c Burl b Ndlovu,14,16,0,1,87.5,0
Najibullah Zadran,524049,not out ,69,30,5,6,230.0,0
Mohammad Nabi,25913,c Burl b Chatara,38,18,0,4,211.11,0
Brendan Taylor †,55814,c Hazratullah Zazai b Fareed Ahmad,27,16,3,2,168.75,1
Hamilton Masakadza (c),55608,run out (†Rahmanullah Gurbaz),3,6,0,0,50.0,1
Craig Ervine,55412,lbw b Karim Janat,10,10,1,0,100.0,1
Sean Williams,55870,c †Rahmanullah Gurbaz b Fareed Ahmad,0,2,0,0,0.0,1
Tinotenda Mutombodzi,333001,c Najeeb Tarakai b Rashid Khan,20,21,1,0,95.24,1
Ryan Burl,495964, b Rashid Khan,25,25,0,2,100.0,1
Regis Chakabva,293831,not out ,42,22,3,2,190.91,1
Neville Madziva,453289,c Mohammad Nabi b Gulbadin Naib,15,11,0,2,136.36,1
Kyle Jarvis,332996,not out ,15,9,0,2,166.67,1
