Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rahmanullah Gurbaz †,974087, b Mohammad Saifuddin,0,1,0,0,0.0,0
Hazratullah Zazai,793457,c Liton Das b Shakib Al Hasan,1,2,0,0,50.0,0
Najeeb Tarakai,533953,c Sabbir Rahman b Mohammad Saifuddin,11,13,0,1,84.62,0
Asghar Afghan,320652,c Sabbir Rahman b Mohammad Saifuddin,40,37,3,2,108.11,0
Najibullah Zadran,524049,c Soumya Sarkar b Shakib Al Hasan,5,7,1,0,71.43,0
Mohammad Nabi,25913,not out ,84,54,3,7,155.56,0
Gulbadin Naib,352048, b Mohammad Saifuddin,0,2,0,0,0.0,0
Karim Janat,793467,not out ,5,6,0,0,83.33,0
Liton Das,536936,c Najeeb Tarakai b Mujeeb Ur Rahman,0,2,0,0,0.0,1
Mushfiqur Rahim †,56029, b Fareed Ahmad,5,3,1,0,166.67,1
Shakib Al Hasan (c),56143,c Rashid Khan b Mujeeb Ur Rahman,15,13,2,0,115.38,1
Mahmudullah,56025,c Najeeb Tarakai b Gulbadin Naib,44,39,5,0,112.82,1
Soumya Sarkar,436677,lbw b Mujeeb Ur Rahman,0,1,0,0,0.0,1
Sabbir Rahman,373538,c Gulbadin Naib b Mujeeb Ur Rahman,24,27,1,0,88.89,1
Afif Hossain,935995,c Najibullah Zadran b Gulbadin Naib,16,14,2,0,114.29,1
Mosaddek Hossain,550133, b Rashid Khan,12,10,1,0,120.0,1
Mohammad Saifuddin,629070,c & b Rashid Khan,2,3,0,0,66.67,1
Taijul Islam,401057,not out ,0,1,0,0,0.0,1
Mustafizur Rahman,330902,c sub (Shafiqullah) b Fareed Ahmad,15,7,2,1,214.29,1
