Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Prince Masvaure,232442,c †Dickwella b Kumara,9,44,68,1,0,20.45,0
Kevin Kasuza,453274, b Lakmal,38,97,135,4,0,39.18,0
Craig Ervine,55412,c BOP Fernando b de Silva,12,11,21,1,1,109.09,0
Brendan Taylor,55814,lbw b Lakmal,62,62,62,10,1,100.0,0
Sean Williams (c),55870, b de Silva,107,137,208,10,3,78.1,0
Sikandar Raza,299572,c Mathews b Embuldeniya,72,99,163,4,2,72.73,0
Regis Chakabva †,293831,c †Dickwella b Embuldeniya,31,69,96,3,0,44.93,0
Tinotenda Mutombodzi,333001,lbw b de Silva,33,99,131,4,0,33.33,0
Donald Tiripano,392945,c Lakmal b Embuldeniya,13,47,65,1,0,27.66,0
Carl Mumba,672775,not out ,11,19,21,2,0,57.89,0
Victor Nyauchi,453277,c de Silva b Embuldeniya,6,10,14,1,0,60.0,0
Dimuth Karunaratne (c),227772,lbw b Sikandar Raza,44,120,141,3,0,36.67,1
Oshada Fernando,366725,c †Chakabva b Tiripano,44,119,168,4,0,36.97,1
Kusal Mendis,629074,c Mumba b Sikandar Raza,22,73,111,1,1,30.14,1
Angelo Mathews,49764,c †Chakabva b Mumba,64,158,238,3,2,40.51,1
Dinesh Chandimal,300628,c & b Sikandar Raza,6,9,14,0,1,66.67,1
Dhananjaya de Silva,465793, b Sikandar Raza,42,64,91,5,1,65.62,1
Niroshan Dickwella †,429754,lbw b Sikandar Raza,1,6,8,0,0,16.67,1
Suranga Lakmal,49619,c Mutombodzi b Sikandar Raza,5,27,24,0,0,18.52,1
Lasith Embuldeniya,848109,c sub (BS Mudzinganyama) b Sikandar Raza,5,39,56,0,0,12.82,1
Vishwa Fernando,465783,c †Chakabva b Nyauchi,38,81,82,5,0,46.91,1
Lahiru Kumara,784375,not out ,3,22,37,0,0,13.64,1
Prince Masvaure,232442,run out (de Silva/Embuldeniya),35,105,179,3,1,33.33,2
Craig Ervine,55412,c †Dickwella b MVT Fernando,13,43,47,1,0,30.23,2
Regis Chakabva †,293831,c de Silva b Embuldeniya,15,39,56,1,0,38.46,2
Brendan Taylor,55814,lbw b Kumara,67,75,119,8,1,89.33,2
Timycen Maruma,235524,st †Dickwella b Embuldeniya,0,14,16,0,0,0.0,2
Sikandar Raza,299572,lbw b MVT Fernando,34,74,98,4,0,45.95,2
Sean Williams (c),55870,not out ,53,77,108,6,1,68.83,2
Tinotenda Mutombodzi,333001, b Lakmal,8,22,24,0,0,36.36,2
Donald Tiripano,392945,not out ,1,2,4,0,0,50.0,2
Oshada Fernando,366725,lbw b Sikandar Raza,47,108,146,3,0,43.52,3
Dimuth Karunaratne (c),227772,c †Chakabva b Mumba,12,38,48,0,0,31.58,3
Kusal Mendis,629074,not out ,116,233,291,13,1,49.79,3
Angelo Mathews,49764,c Ervine b Nyauchi,13,69,89,1,0,18.84,3
Dinesh Chandimal,300628,not out ,13,75,102,0,0,17.33,3
