Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Avishka Fernando,784369,lbw b Shafiul Islam,6,14,0,0,42.86,0
Dimuth Karunaratne (c),227772,c †Mushfiqur Rahim b Taijul Islam,46,60,6,0,76.67,0
Kusal Perera †,300631,c †Mushfiqur Rahim b Rubel Hossain,42,51,5,0,82.35,0
Kusal Mendis,629074,c Sabbir Rahman b Soumya Sarkar,54,58,5,1,93.1,0
Angelo Mathews,49764,c †Mushfiqur Rahim b Soumya Sarkar,87,90,8,1,96.67,0
Dasun Shanaka,437316,c Sabbir Rahman b Shafiul Islam,30,14,2,2,214.29,0
Shehan Jayasuriya,422965,c Tamim Iqbal b Shafiul Islam,13,7,1,1,185.71,0
PWH de Silva,784379,not out ,12,5,2,0,240.0,0
Akila Dananjaya,574178,c Sabbir Rahman b Soumya Sarkar,0,1,0,0,0.0,0
Kasun Rajitha,499594,not out ,0,0,0,0,,0
Anamul Haque,380354,c Fernando b Rajitha,14,24,2,0,58.33,1
Tamim Iqbal (c),56194,c †Perera b Rajitha,2,6,0,0,33.33,1
Soumya Sarkar,436677, b Dananjaya,69,86,5,1,80.23,1
Mushfiqur Rahim †,56029,c Mendis b Shanaka,10,15,1,0,66.67,1
Mohammad Mithun,269237,c Kumara b Shanaka,4,11,0,0,36.36,1
Mahmudullah,56025,c †Perera b Shanaka,9,12,1,0,75.0,1
Sabbir Rahman,373538,c sub (DM de Silva) b Kumara,7,17,0,0,41.18,1
Mehidy Hasan Miraz,629063,c sub (DM de Silva) b Kumara,8,6,2,0,133.33,1
Taijul Islam,401057,not out ,39,28,5,1,139.29,1
Shafiul Islam,288305,st †Perera b de Silva,1,5,0,0,20.0,1
Rubel Hossain,300619,run out (Karunaratne/†Perera),2,6,0,0,33.33,1
