Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Chris Lynn,326637,c Miller b Mohammed Shami,10,10,2,0,100.0,0
Sunil Narine,230558,c †Rahul b Viljoen,24,9,1,3,266.67,0
Robin Uthappa,35582,not out ,67,50,6,2,134.0,0
Nitish Rana,604527,c Agarwal b Varun,63,34,2,7,185.29,0
Andre Russell,276298,c Agarwal b Tye,48,17,3,5,282.35,0
Dinesh Karthik (c)†,30045,not out ,1,1,0,0,100.0,0
KL Rahul †,422108,c Kuldeep Yadav b Ferguson,1,5,0,0,20.0,1
Chris Gayle,51880,c Prasidh Krishna b Russell,20,13,2,2,153.85,1
Mayank Agarwal,398438, b Chawla,58,34,6,1,170.59,1
Sarfaraz Khan,642525,c †Karthik b Russell,13,13,2,0,100.0,1
David Miller,321777,not out ,59,40,5,3,147.5,1
Mandeep Singh,398506,not out ,33,15,4,1,220.0,1
