Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,c Miller b Nortje,57,37,53,5,2,154.05,0
Aaron Finch (c),5334,lbw b Shamsi,55,37,59,6,1,148.65,0
Matthew Wade,230193,c †de Kock b Ngidi,10,9,20,0,1,111.11,0
Mitchell Marsh,272450,c Shamsi b Pretorius,19,16,22,1,1,118.75,0
Steven Smith,267192,not out ,30,15,24,0,2,200.0,0
Alex Carey †,326434, b Rabada,7,6,10,0,0,116.67,0
Ashton Agar,505120,not out ,1,1,6,0,0,100.0,0
Quinton de Kock (c)†,379143, b Starc,5,3,3,1,0,166.67,1
Rassie van der Dussen,337790,c Zampa b Agar,24,19,40,3,0,126.32,1
Faf du Plessis,44828,c Zampa b Starc,5,7,11,0,0,71.43,1
Heinrich Klaasen,436757, b Zampa,22,18,21,1,1,122.22,1
David Miller,321777,c Finch b Cummins,15,18,24,0,0,83.33,1
Pite van Biljon,266268, b Zampa,1,4,6,0,0,25.0,1
Dwaine Pretorius,327830,lbw b Marsh,11,9,18,0,1,122.22,1
Kagiso Rabada,550215,lbw b Starc,5,4,15,1,0,125.0,1
Anrich Nortje,481979,lbw b Agar,2,6,5,0,0,33.33,1
Lungi Ngidi,542023, b Agar,0,1,1,0,0,0.0,1
Tabraiz Shamsi,379145,not out ,2,4,5,0,0,50.0,1
