Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906, b Imad Wasim,59,75,131,7,0,78.67,0
Quinton de Kock †,379143,lbw b Shaheen Shah Afridi,0,7,11,0,0,0.0,0
Reeza Hendricks,269280,c †Mohammad Rizwan b Shaheen Shah Afridi,2,9,17,0,0,22.22,0
Faf du Plessis (c),44828,c Mohammad Hafeez b Shadab Khan,57,76,86,5,1,75.0,0
Rassie van der Dussen,337790,c †Mohammad Rizwan b Usman Shinwari,18,31,53,1,0,58.06,0
David Miller,321777,lbw b Mohammad Amir,4,7,15,0,0,57.14,0
Andile Phehlukwayo,540316,c Babar Azam b Usman Shinwari,11,21,37,2,0,52.38,0
Dale Steyn,47492, b Usman Shinwari,0,2,2,0,0,0.0,0
Kagiso Rabada,550215,c †Mohammad Rizwan b Usman Shinwari,0,1,1,0,0,0.0,0
Beuran Hendricks,379927,not out ,2,8,17,0,0,25.0,0
Imran Tahir,40618,c Imad Wasim b Shadab Khan,5,9,9,1,0,55.56,0
Imam-ul-Haq,568276,c †de Kock b Phehlukwayo,71,91,123,6,1,78.02,1
Fakhar Zaman,512191,c van der Dussen b Imran Tahir,44,44,55,7,0,100.0,1
Babar Azam,348144,not out ,41,53,71,2,0,77.36,1
Mohammad Rizwan †,323389,not out ,4,1,3,1,0,400.0,1
