Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,st †Peirson b Labuschagne,28,30,4,0,93.33,0
Alex Hales,249866,c Gregory b Steketee,8,9,1,0,88.89,0
Callum Ferguson (c),5236,c Heazlett b Morkel,25,20,2,1,125.0,0
Sam Billings †,297628,c Burns b Laughlin,34,24,3,1,141.67,0
Alex Ross,333624,lbw b Swepson,9,11,0,0,81.82,0
Daniel Sams,826901,lbw b Swepson,1,2,0,0,50.0,0
Ben Cutting,230371,not out ,34,18,1,4,188.89,0
Chris Green,787073,c Burns b Steketee,2,3,0,0,66.67,0
Adam Milne,450860,run out (Steketee),0,0,0,0,,0
Brendan Doggett,931603,not out ,10,4,2,0,250.0,0
Joe Denly,12454, b Sams,0,5,0,0,0.0,1
Chris Lynn (c),326637,c Hales b Doggett,10,8,1,1,125.0,1
Marnus Labuschagne,787987,run out (Green/†Billings),32,30,3,0,106.67,1
Sam Heazlett,826679,not out ,74,49,6,3,151.02,1
Jimmy Peirson †,444970,not out ,43,24,2,3,179.17,1
