Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492, b Stanlake,5,5,9,1,0,100.0,0
Colin Munro,232359,c †Carey b Stanlake,3,3,7,0,0,100.0,0
Kane Williamson (c),277906,c Warner b Tye,8,21,30,0,0,38.1,0
Tom Bruce,707113,c Richardson b Stanlake,3,3,11,0,0,100.0,0
Ross Taylor,38699,c †Carey b Agar,24,35,53,1,0,68.57,0
Tom Blundell †,440516,c Richardson b Zampa,14,16,19,0,0,87.5,0
Colin de Grandhomme,55395,not out ,38,24,36,1,3,158.33,0
Mitchell Santner,502714,c Warner b Tye,1,4,8,0,0,25.0,0
Tim Southee,232364,c Stoinis b Tye,9,6,11,0,1,150.0,0
Ish Sodhi,559066, b Tye,0,3,4,0,0,0.0,0
David Warner (c),219889,c Bruce b Boult,6,8,11,1,0,75.0,1
D'Arcy Short,308798,c Taylor b Southee,4,4,9,1,0,100.0,1
Chris Lynn,326637,c Sodhi b Boult,44,33,38,6,1,133.33,1
Glenn Maxwell,325026,not out ,40,24,37,5,1,166.67,1
Alex Carey †,326434,not out ,0,0,3,0,0,,1
