Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102,c †Dickwella b Lakmal,2,13,19,0,0,15.38,0
Shikhar Dhawan,28235,lbw b Mathews,0,6,8,0,0,0.0,0
Shreyas Iyer,642519, b Pradeep,9,27,60,1,0,33.33,0
Dinesh Karthik,30045,lbw b Lakmal,0,18,22,0,0,0.0,0
Manish Pandey,290630,c Mathews b Lakmal,2,15,21,0,0,13.33,0
MS Dhoni †,28081,c Gunathilaka b Perera,65,87,129,10,2,74.71,0
Hardik Pandya,625371,c Mathews b Pradeep,10,10,11,2,0,100.0,0
Bhuvneshwar Kumar,326016,c †Dickwella b Lakmal,0,5,8,0,0,0.0,0
Kuldeep Yadav,559235,st †Dickwella b Dananjaya,19,25,44,4,0,76.0,0
Jasprit Bumrah,625383, b Pathirana,0,15,38,0,0,0.0,0
Yuzvendra Chahal,430246,not out ,0,9,-,0,0,0.0,0
Danushka Gunathilaka,345821,c †Dhoni b Bumrah,1,11,14,0,0,9.09,1
Upul Tharanga,50747,c Dhawan b Pandya,49,46,59,10,0,106.52,1
Lahiru Thirimanne,301236, b Kumar,0,3,14,0,0,0.0,1
Angelo Mathews,49764,not out ,25,42,68,5,0,59.52,1
Niroshan Dickwella †,429754,not out ,26,24,38,5,0,108.33,1
