Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Roy b Ali,50,87,99,7,0,57.47,0
Colin Munro,232359,c †Buttler b Woakes,1,4,6,0,0,25.0,0
Mark Chapman,438563,c Willey b Woakes,1,6,9,0,0,16.67,0
Ross Taylor,38699,run out (Willey/†Buttler),10,26,50,0,0,38.46,0
Tom Latham †,388802,c Curran b Ali,22,36,58,1,0,61.11,0
Henry Nicholls,539511,c Roy b Stokes,1,3,5,0,0,33.33,0
Colin de Grandhomme,55395,run out (Bairstow/†Buttler),38,40,46,4,1,95.0,0
Mitchell Santner,502714,not out ,63,52,87,6,1,121.15,0
Tim Southee (c),232364,run out (Stokes/†Buttler),6,3,4,1,0,200.0,0
Lockie Ferguson,493773,c Rashid b Stokes,19,38,47,0,1,50.0,0
Trent Boult,277912,run out (Stokes/Woakes),2,3,8,0,0,66.67,0
Jason Roy,298438,c Santner b Boult,8,13,14,2,0,61.54,1
Jonny Bairstow,297433,c sub (TD Astle) b Ferguson,37,39,63,5,1,94.87,1
Joe Root,303669,c de Grandhomme b Boult,9,18,26,1,0,50.0,1
Eoin Morgan (c),24598,c & b Munro,62,63,84,6,3,98.41,1
Ben Stokes,311158,not out ,63,74,92,7,1,85.14,1
Jos Buttler †,308967,not out ,36,20,30,2,3,180.0,1
