Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873,lbw b Dananjaya,34,47,4,1,72.34,0
Ihsanullah,703323,lbw b Dananjaya,45,65,6,0,69.23,0
Rahmat Shah,533956,c NLTC Perera b Chameera,72,90,5,0,80.0,0
Asghar Afghan (c),320652,lbw b Jayasuriya,1,5,0,0,20.0,0
Hashmatullah Shahidi,440970, b NLTC Perera,37,52,2,0,71.15,0
Mohammad Nabi,25913,c NLTC Perera b Malinga,15,12,0,1,125.0,0
Najibullah Zadran,524049, b NLTC Perera,12,14,0,0,85.71,0
Gulbadin Naib,352048,c Dananjaya b NLTC Perera,4,5,0,0,80.0,0
Rashid Khan,793463, b NLTC Perera,13,6,2,0,216.67,0
Aftab Alam,440963,not out ,7,2,0,1,350.0,0
Mujeeb Ur Rahman,974109, b NLTC Perera,0,2,0,0,0.0,0
Kusal Mendis,629074,lbw b Mujeeb Ur Rahman,0,2,0,0,0.0,1
Upul Tharanga,50747,c Asghar Afghan b Gulbadin Naib,36,64,3,0,56.25,1
Dhananjaya de Silva,465793,run out (sub [Samiullah Shinwari]/†Mohammad Shahzad),23,38,2,1,60.53,1
Kusal Perera †,300631, b Rashid Khan,17,17,2,0,100.0,1
Angelo Mathews (c),49764,c Rashid Khan b Mohammad Nabi,22,39,1,0,56.41,1
Shehan Jayasuriya,422965,run out (Rashid Khan/Mujeeb Ur Rahman),14,28,0,0,50.0,1
Thisara Perera,233514, b Gulbadin Naib,28,36,2,0,77.78,1
Dasun Shanaka,437316, b Mujeeb Ur Rahman,0,2,0,0,0.0,1
Akila Dananjaya,574178, b Mohammad Nabi,2,10,0,0,20.0,1
Lasith Malinga,49758,lbw b Rashid Khan,1,7,0,0,14.29,1
Dushmantha Chameera,552152,not out ,2,5,0,0,40.0,1
