Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Luke Ronchi †,7502,c Umar Amin b Ibtisam Sheikh,9,5,2,0,180.0,0
Cameron Delport,322810,c Dawson b Hasan Ali,71,55,8,1,129.09,0
Phil Salt,669365,c Fletcher b Ibtisam Sheikh,28,18,5,0,155.56,0
Chadwick Walton,315586, b Wahab Riaz,22,14,2,1,157.14,0
Asif Ali,494230,c Wahab Riaz b Umaid Asif,23,13,1,2,176.92,0
Nasir Nawaz,1072463,run out (Wahab Riaz),3,5,0,0,60.0,0
Faheem Ashraf,681117, b Hasan Ali,9,5,1,0,180.0,0
Shadab Khan,922943, b Wahab Riaz,0,1,0,0,0.0,0
Zafar Gohar,348154,run out (Wahab Riaz),2,2,0,0,100.0,0
Mohammad Sami (c),41324,run out (†Kamran Akmal),1,2,0,0,50.0,0
Rumman Raees,448243,not out ,0,0,0,0,,0
Kamran Akmal †,41028,c Shadab Khan b Zafar Gohar,19,12,1,2,158.33,1
Andre Fletcher,51862,c †Ronchi b Shadab Khan,21,21,1,2,100.0,1
Imam-ul-Haq,568276,lbw b Shadab Khan,15,10,1,1,150.0,1
Umar Amin,288211,c sub (Amad Butt) b Faheem Ashraf,6,10,0,0,60.0,1
Liam Dawson,211855,not out ,52,35,3,3,148.57,1
Kieron Pollard,230559,st †Ronchi b Zafar Gohar,1,5,0,0,20.0,1
Daren Sammy (c),53115,run out (Mohammad Sami),40,29,2,2,137.93,1
Wahab Riaz,43590,not out ,0,0,0,0,,1
