Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889,c Mishra b Brathwaite,73,56,80,8,1,130.36,0
Shikhar Dhawan,28235,run out (Brathwaite),10,8,27,2,0,125.0,0
Deepak Hooda,497121,run out (Mishra),1,1,3,0,0,100.0,0
Yuvraj Singh,36084, b Brathwaite,10,11,16,1,0,90.91,0
Moises Henriques,5961,c Negi b Duminy,18,13,20,2,0,138.46,0
Eoin Morgan,24598,c Brathwaite b Coulter-Nile,14,10,22,0,1,140.0,0
Naman Ojha †,32102,not out ,16,14,24,0,1,114.29,0
Bhuvneshwar Kumar,326016,run out (Nair/†de Kock),13,7,12,2,0,185.71,0
Quinton de Kock †,379143,c †Ojha b Sran,2,9,8,0,0,22.22,1
Rishabh Pant,931581,run out (Kumar),32,26,53,3,0,123.08,1
Karun Nair,398439,not out ,83,59,96,8,3,140.68,1
Jean-Paul Duminy,44932,c Warner b Sran,17,15,23,1,0,113.33,1
Carlos Brathwaite,457249,c Sran b Mustafizur Rahman,10,7,14,2,0,142.86,1
Sanju Samson,425943,not out ,3,4,11,0,0,75.0,1
