Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Sharjeel Khan,227762,lbw b Hasan Ali,105,59,100,9,8,177.97,0
Babar Azam,348144,run out (Hales/Hasan Ali),62,54,97,6,1,114.81,0
Dan Christian,4864,not out ,12,5,12,2,0,240.0,0
Mohammad Nabi,25913,c Zafar Gohar b Hussain Talat,7,5,9,0,1,140.0,0
Phil Salt †,669365,c Christian b Imad Wasim,0,2,4,0,0,0.0,1
Alex Hales,249866,c sub (Qasim Akram) b Waqas Maqsood,46,21,39,8,1,219.05,1
Shadab Khan (c),922943,lbw b Mohammad Amir,0,1,10,0,0,0.0,1
Faheem Ashraf,681117, b Arshad Iqbal,25,15,32,2,2,166.67,1
Iftikhar Ahmed,480603,not out ,49,37,67,2,3,132.43,1
Hussain Talat,628240,lbw b Mohammad Nabi,42,31,51,4,0,135.48,1
Asif Ali,494230,not out ,21,9,10,1,2,233.33,1
