Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Josh Inglis †,662235,c Larkin b Maxwell,37,19,4,2,194.74,0
Liam Livingstone,403902,c Stoinis b Coulter-Nile,4,5,1,0,80.0,0
Cameron Green,1076713,run out (Haris Rauf),4,5,0,0,80.0,0
Mitchell Marsh (c),272450,c Worrall b Coleman,7,8,0,0,87.5,0
Cameron Bancroft,501011,run out (Stoinis/†Gotch),10,19,0,0,52.63,0
Tim David,892749,c †Gotch b Coleman,3,5,0,0,60.0,0
Jaron Morgan,605573, b Coleman,1,3,0,0,33.33,0
Chris Jordan,288992,c Dunk b Lamichhane,5,10,0,0,50.0,0
Jhye Richardson,774223, b Lamichhane,1,2,0,0,50.0,0
Joel Paris,501012,not out ,1,1,0,0,100.0,0
Fawad Ahmed,240609, b Haris Rauf,6,6,0,1,100.0,0
Hilton Cartwright,557295,c & b Marsh,19,25,3,0,76.0,1
Marcus Stoinis,325012,not out ,39,31,6,0,125.81,1
Ben Dunk,388678,c †Inglis b Fawad Ahmed,8,6,2,0,133.33,1
Seb Gotch †,500267,not out ,14,10,0,1,140.0,1
