Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906,not out ,108,120,212,7,1,90.0,0
Reeza Hendricks,269280,c Hasan Ali b Shadab Khan,45,67,71,5,0,67.16,0
Rassie van der Dussen,337790,c Shoaib Malik b Hasan Ali,93,101,119,6,3,92.08,0
David Miller,321777,not out ,16,12,20,2,0,133.33,0
Imam-ul-Haq,568276,c Hendricks b Olivier,86,101,151,5,2,85.15,1
Fakhar Zaman,512191,c Pretorius b Olivier,25,23,35,3,1,108.7,1
Babar Azam,348144, b Hendricks,49,69,79,5,0,71.01,1
Mohammad Hafeez,41434,not out ,71,63,93,8,2,112.7,1
Shoaib Malik,42657, b Phehlukwayo,12,17,21,1,0,70.59,1
Sarfaraz Ahmed (c)†,227760,lbw b Imran Tahir,1,3,4,0,0,33.33,1
Shadab Khan,922943,not out ,18,19,29,1,0,94.74,1
