Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
KL Rahul †,422108,c Abbott b Henriques,51,40,5,1,127.5,0
Shikhar Dhawan,28235, b Starc,1,6,0,0,16.67,0
Virat Kohli (c),253802,c & b Swepson,9,9,1,0,100.0,0
Sanju Samson,425943,c Swepson b Henriques,23,15,1,1,153.33,0
Manish Pandey,290630,c Hazlewood b Zampa,2,8,0,0,25.0,0
Hardik Pandya,625371,c Smith b Henriques,16,15,0,1,106.67,0
Ravindra Jadeja,234675,not out ,44,23,5,1,191.3,0
Washington Sundar,719715,c Abbott b Starc,7,5,1,0,140.0,0
Deepak Chahar,447261,not out ,0,0,0,0,,0
D'Arcy Short,308798,c Pandya b Natarajan,34,38,3,0,89.47,1
Aaron Finch (c),5334,c Pandya b Chahal,35,26,5,1,134.62,1
Steven Smith,267192,c Samson b Chahal,12,9,0,1,133.33,1
Glenn Maxwell,325026,lbw b Natarajan,2,3,0,0,66.67,1
Moises Henriques,5961,lbw b Chahar,30,20,1,1,150.0,1
Matthew Wade †,230193,c Kohli b Chahal,7,9,0,0,77.78,1
Sean Abbott,398666,not out ,12,8,0,1,150.0,1
Mitchell Starc,311592, b Natarajan,1,2,0,0,50.0,1
Mitchell Swepson,590326,not out ,12,5,1,1,240.0,1
