Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Mohammad Shahzad †,419873,c Abu Hider b Shakib Al Hasan,37,47,4,0,78.72,0
Ihsanullah,703323,c Mohammad Mithun b Abu Hider,8,4,2,0,200.0,0
Rahmat Shah,533956, b Abu Hider,10,17,1,0,58.82,0
Hashmatullah Shahidi,440970,c †Liton Das b Rubel Hossain,58,92,3,0,63.04,0
Asghar Afghan (c),320652, b Shakib Al Hasan,8,16,0,0,50.0,0
Samiullah Shinwari,318339, b Shakib Al Hasan,18,31,1,0,58.06,0
Mohammad Nabi,25913,lbw b Shakib Al Hasan,10,24,0,0,41.67,0
Gulbadin Naib,352048,not out ,42,38,5,0,110.53,0
Rashid Khan,793463,not out ,57,32,8,1,178.12,0
Liton Das †,536936,lbw b Aftab Alam,6,14,0,0,42.86,1
Najmul Hossain Shanto,629058,c Aftab Alam b Mujeeb Ur Rahman,7,13,0,0,53.85,1
Shakib Al Hasan,56143,lbw b Rashid Khan,32,55,0,0,58.18,1
Mominul Haque,373696,c †Mohammad Shahzad b Gulbadin Naib,9,17,0,0,52.94,1
Mohammad Mithun,269237, b Gulbadin Naib,2,7,0,0,28.57,1
Mahmudullah,56025, b Rashid Khan,27,54,2,0,50.0,1
Mosaddek Hossain,550133,not out ,26,60,3,0,43.33,1
Mehidy Hasan Miraz,629063,c Hashmatullah Shahidi b Rahmat Shah,4,10,0,0,40.0,1
Mashrafe Mortaza (c),56007,c Aftab Alam b Mohammad Nabi,0,11,0,0,0.0,1
Abu Hider,550137,run out (Rashid Khan),1,11,0,0,9.09,1
Rubel Hossain,300619,lbw b Mujeeb Ur Rahman,0,1,0,0,0.0,1
