Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Joe Burns,326632,c †Pant b Bumrah,0,10,19,0,0,0.0,0
Matthew Wade,230193,c Jadeja b Ashwin,30,39,59,3,0,76.92,0
Marnus Labuschagne,787987,c Shubman Gill b Mohammed Siraj,48,132,206,4,0,36.36,0
Steven Smith,267192,c Pujara b Ashwin,0,8,10,0,0,0.0,0
Travis Head,530011,c Rahane b Bumrah,38,92,121,4,0,41.3,0
Cameron Green,1076713,lbw b Mohammed Siraj,12,60,83,0,0,20.0,0
Tim Paine (c)†,7252,c Vihari b Ashwin,13,38,55,2,0,34.21,0
Pat Cummins,489889,c Mohammed Siraj b Jadeja,9,33,49,1,0,27.27,0
Mitchell Starc,311592,c Mohammed Siraj b Bumrah,7,8,17,1,0,87.5,0
Nathan Lyon,272279,lbw b Bumrah,20,17,22,2,1,117.65,0
Josh Hazlewood,288284,not out ,4,1,2,1,0,400.0,0
Mayank Agarwal,398438,lbw b Starc,0,6,6,0,0,0.0,1
Shubman Gill,1070173,c †Paine b Cummins,45,65,103,8,0,69.23,1
Cheteshwar Pujara,32540,c †Paine b Cummins,17,70,105,1,0,24.29,1
Ajinkya Rahane (c),277916,run out (Labuschagne/†Paine),112,223,359,12,0,50.22,1
Hanuma Vihari,452044,c Smith b Lyon,21,66,92,2,0,31.82,1
Rishabh Pant †,931581,c †Paine b Starc,29,40,65,3,0,72.5,1
Ravindra Jadeja,234675,c Cummins b Starc,57,159,228,3,0,35.85,1
Ravichandran Ashwin,26421,c Lyon b Hazlewood,14,42,72,0,0,33.33,1
Umesh Yadav,376116,c Smith b Lyon,9,19,31,1,0,47.37,1
Jasprit Bumrah,625383,c Head b Lyon,0,1,7,0,0,0.0,1
Mohammed Siraj,940973,not out ,0,2,3,0,0,0.0,1
Matthew Wade,230193,lbw b Jadeja,40,137,188,3,0,29.2,2
Joe Burns,326632,c †Pant b Yadav,4,10,16,0,0,40.0,2
Marnus Labuschagne,787987,c Rahane b Ashwin,28,49,71,1,0,57.14,2
Steven Smith,267192, b Bumrah,8,30,53,0,0,26.67,2
Travis Head,530011,c Agarwal b Mohammed Siraj,17,46,53,0,0,36.96,2
Cameron Green,1076713,c Jadeja b Mohammed Siraj,45,146,175,5,0,30.82,2
Tim Paine (c)†,7252,c †Pant b Jadeja,1,9,9,0,0,11.11,2
Pat Cummins,489889,c Agarwal b Bumrah,22,103,122,1,0,21.36,2
Mitchell Starc,311592,not out ,14,56,93,0,0,25.0,2
Nathan Lyon,272279,c †Pant b Mohammed Siraj,3,15,24,0,0,20.0,2
Josh Hazlewood,288284, b Ashwin,10,21,33,0,0,47.62,2
Mayank Agarwal,398438,c †Paine b Starc,5,15,19,0,0,33.33,3
Shubman Gill,1070173,not out ,35,36,68,7,0,97.22,3
Cheteshwar Pujara,32540,c Green b Cummins,3,4,5,0,0,75.0,3
Ajinkya Rahane (c),277916,not out ,27,40,42,3,0,67.5,3
