Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Paul Stirling,303427,c Liton Das b Abu Jayed,130,141,8,4,92.2,0
James McCollum,470917,c Liton Das b Rubel Hossain,5,10,1,0,50.0,0
Andy Balbirnie,303423,c †Mushfiqur Rahim b Abu Jayed,20,20,4,0,100.0,0
William Porterfield (c),24611,c Liton Das b Abu Jayed,94,106,7,2,88.68,0
Kevin O'Brien,24605,c Tamim Iqbal b Abu Jayed,3,4,0,0,75.0,0
Mark Adair,526441, b Mohammad Saifuddin,11,7,0,1,157.14,0
Gary Wilson †,24609,c Shakib Al Hasan b Abu Jayed,12,6,2,0,200.0,0
George Dockrell,348034, b Mohammad Saifuddin,4,5,0,0,80.0,0
Barry McCarthy,348059,not out ,1,1,0,0,100.0,0
Tamim Iqbal,56194, b Rankin,57,53,9,0,107.55,1
Liton Das,536936, b McCarthy,76,67,9,1,113.43,1
Shakib Al Hasan,56143,retired hurt ,50,51,4,0,98.04,1
Mushfiqur Rahim †,56029,c †Wilson b Rankin,35,33,5,0,106.06,1
Mahmudullah,56025,not out ,35,29,2,2,120.69,1
Mosaddek Hossain,550133,c †Wilson b Adair,14,17,1,0,82.35,1
Sabbir Rahman,373538,not out ,7,8,1,0,87.5,1
