Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821,c Mahmudullah b Mehidy Hasan Miraz,34,38,3,1,89.47,0
Upul Tharanga (c),50747, b Taskin Ahmed,35,35,5,1,100.0,0
Kusal Mendis,629074,c †Mushfiqur Rahim b Mustafizur Rahman,54,76,4,0,71.05,0
Dinesh Chandimal †,300628,run out (Taskin Ahmed/†Mushfiqur Rahim),21,35,2,0,60.0,0
Milinda Siriwardana,222354,run out (sub [Shuvagata Hom]/†Mushfiqur Rahim),12,16,1,0,75.0,0
Asela Gunaratne,360456,c Mahmudullah b Mashrafe Mortaza,34,44,3,0,77.27,0
Thisara Perera,233514,c Taskin Ahmed b Mashrafe Mortaza,52,40,4,1,130.0,0
Seekkuge Prasanna,268740,c Mahmudullah b Mustafizur Rahman,1,3,0,0,33.33,0
Dilruwan Perera,49920,c Tamim Iqbal b Mashrafe Mortaza,15,11,2,0,136.36,0
Nuwan Kulasekara,49535,not out ,1,1,0,0,100.0,0
Suranga Lakmal,49619,not out ,2,1,0,0,200.0,0
Tamim Iqbal,56194,c & b Kulasekara,4,6,1,0,66.67,1
Soumya Sarkar,436677,st †Chandimal b MDK Perera,38,44,3,1,86.36,1
Sabbir Rahman,373538,c †Chandimal b Kulasekara,0,3,0,0,0.0,1
Mushfiqur Rahim †,56029,lbw b Lakmal,0,1,0,0,0.0,1
Shakib Al Hasan,56143,c Gunathilaka b MDK Perera,54,62,7,0,87.1,1
Mosaddek Hossain,550133, b Prasanna,9,20,0,0,45.0,1
Mahmudullah,56025,c †Chandimal b Lakmal,7,9,1,0,77.78,1
Mehidy Hasan Miraz,629063,c Tharanga b Kulasekara,51,71,6,0,71.83,1
Mashrafe Mortaza (c),56007,c & b Prasanna,16,23,2,0,69.57,1
Taskin Ahmed,538506,c Gunaratne b Kulasekara,14,27,1,0,51.85,1
Mustafizur Rahman,330902,not out ,1,1,0,0,100.0,1
