Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c †Dickwella b Sandakan,69,36,4,6,191.67,0
Jos Buttler †,308967,c Chandimal b Aponso,13,7,3,0,185.71,0
Alex Hales,249866,lbw b Aponso,4,3,1,0,133.33,0
Eoin Morgan (c),24598,run out (Malinga/Sandakan),11,10,2,0,110.0,0
Ben Stokes,311158, b Malinga,26,27,1,1,96.3,0
Moeen Ali,8917, b de Silva,27,11,1,3,245.45,0
Joe Denly,12454,c BKG Mendis b Malinga,20,17,3,0,117.65,0
Adil Rashid,244497, b Udana,5,3,1,0,166.67,0
Liam Plunkett,19264,not out ,7,5,1,0,140.0,0
Chris Jordan,288992,not out ,2,1,0,0,200.0,0
Niroshan Dickwella †,429754, b Denly,3,7,0,0,42.86,1
Kusal Mendis,629074, b Denly,1,3,0,0,33.33,1
Dinesh Chandimal,300628,c Hales b Rashid,26,20,4,0,130.0,1
Dhananjaya de Silva,465793,lbw b Rashid,17,19,2,0,89.47,1
Kamindu Mendis,784373,c Hales b Rashid,24,14,3,1,171.43,1
Thisara Perera (c),233514,c Roy b Denly,57,31,1,6,183.87,1
Dasun Shanaka,437316, b Plunkett,10,13,0,1,76.92,1
Isuru Udana,328026,c Stokes b Jordan,2,3,0,0,66.67,1
Amila Aponso,429748, b Jordan,0,2,0,0,0.0,1
Lasith Malinga,49758, b Denly,5,7,0,0,71.43,1
Lakshan Sandakan,429738,not out ,1,1,0,0,100.0,1
