Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Quinton de Kock †,379143,run out (Sandakan/de Silva),20,11,4,0,181.82,0
Hashim Amla,43906,c Shanaka b de Silva,0,4,0,0,0.0,0
Reeza Hendricks,269280, b Dananjaya,19,16,2,1,118.75,0
Jean-Paul Duminy (c),44932,lbw b de Silva,3,8,0,0,37.5,0
Heinrich Klaasen,436757,c Mendis b Sandakan,18,16,1,1,112.5,0
David Miller,321777,c †Chandimal b Dananjaya,14,16,2,0,87.5,0
Andile Phehlukwayo,540316, b Sandakan,0,3,0,0,0.0,0
Kagiso Rabada,550215,lbw b Sandakan,0,2,0,0,0.0,0
Junior Dala,545467,not out ,12,17,1,0,70.59,0
Lungi Ngidi,542023,c †Chandimal b Rajitha,4,6,0,0,66.67,0
Tabraiz Shamsi,379145,c †Chandimal b Udana,0,2,0,0,0.0,0
Kusal Perera,300631,c Shamsi b Rabada,3,3,0,0,100.0,1
Kusal Mendis,629074,lbw b Rabada,1,3,0,0,33.33,1
Dinesh Chandimal †,300628,not out ,36,33,3,1,109.09,1
Dhananjaya de Silva,465793,c Phehlukwayo b Dala,31,26,4,2,119.23,1
Angelo Mathews (c),49764,c Klaasen b Shamsi,0,3,0,0,0.0,1
Dasun Shanaka,437316,c Hendricks b Dala,16,16,3,0,100.0,1
Thisara Perera,233514, b Shamsi,0,2,0,0,0.0,1
Akila Dananjaya,574178, b Duminy,2,7,0,0,28.57,1
Isuru Udana,328026,not out ,5,5,1,0,100.0,1
