Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
D'Arcy Short,308798,c Sahibzada Farhan b Shaheen Shah Afridi,76,53,7,4,143.4,0
Aaron Finch (c),5334,c Sahibzada Farhan b Shadab Khan,47,27,2,3,174.07,0
Glenn Maxwell,325026,c Asif Ali b Shadab Khan,5,5,0,0,100.0,0
Marcus Stoinis,325012,c Fakhar Zaman b Mohammad Amir,12,10,0,1,120.0,0
Travis Head,530011,c Hasan Ali b Mohammad Amir,19,11,2,1,172.73,0
Alex Carey †,326434,c Shadab Khan b Faheem Ashraf,2,3,0,0,66.67,0
Ashton Agar,505120, b Hasan Ali,7,7,1,0,100.0,0
Jack Wildermuth,570854,not out ,1,1,0,0,100.0,0
Andrew Tye,459508, b Mohammad Amir,0,2,0,0,0.0,0
Jhye Richardson,774223,not out ,6,2,1,0,300.0,0
Fakhar Zaman,512191,c sub (NJ Maddinson) b Richardson,91,46,12,3,197.83,1
Sahibzada Farhan,647785,st †Carey b Maxwell,0,0,0,0,,1
Hussain Talat,628240,c Richardson b Maxwell,0,3,0,0,0.0,1
Sarfaraz Ahmed (c)†,227760,run out (Richardson/Tye),28,19,4,1,147.37,1
Shoaib Malik,42657,not out ,43,37,3,1,116.22,1
Asif Ali,494230,not out ,17,11,1,1,154.55,1
