Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102,c Shakib Al Hasan b Stanlake,11,10,1,1,110.0,0
Evin Lewis,431901, b Kaul,29,17,3,2,170.59,0
Ishan Kishan †,720471,c Pathan b Kaul,9,9,2,0,100.0,0
Suryakumar Yadav,446507,c Hooda b Sandeep Sharma,28,31,2,1,90.32,0
Krunal Pandya,471342,c Williamson b Shakib Al Hasan,15,10,2,0,150.0,0
Kieron Pollard,230559,c Dhawan b Stanlake,28,23,3,2,121.74,0
Ben Cutting,230371, b Rashid Khan,9,9,1,0,100.0,0
Pradeep Sangwan,279545,lbw b Sandeep Sharma,0,4,0,0,0.0,0
Mayank Markande,1081442,not out ,6,3,1,0,200.0,0
Jasprit Bumrah,625383,not out ,4,5,0,0,80.0,0
Wriddhiman Saha †,279810,lbw b Markande,22,20,3,0,110.0,1
Shikhar Dhawan,28235,c Bumrah b Markande,45,28,8,0,160.71,1
Kane Williamson (c),277906,c †Ishan Kishan b Mustafizur Rahman,6,4,1,0,150.0,1
Manish Pandey,290630,c Sharma b Markande,11,8,1,0,137.5,1
Shakib Al Hasan,56143, b Markande,12,12,1,0,100.0,1
Deepak Hooda,497121,not out ,32,25,1,1,128.0,1
Yusuf Pathan,32498,c Pollard b Bumrah,14,14,2,0,100.0,1
Rashid Khan,793463,c †Ishan Kishan b Bumrah,0,1,0,0,0.0,1
Siddarth Kaul,326017,c & b Mustafizur Rahman,0,4,0,0,0.0,1
Sandeep Sharma,438362,c Pandya b Mustafizur Rahman,0,2,0,0,0.0,1
Billy Stanlake,533042,not out ,5,2,1,0,250.0,1
