Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kamran Akmal †,41028,run out (Bopara/Mohammad Amir),104,65,6,7,160.0,0
Dawid Malan,236489,c Babar Azam b Sohail Khan,36,31,4,1,116.13,0
Marlon Samuels,52983,not out ,37,22,3,1,168.18,0
Shahid Afridi,42639,c Babar Azam b Mohammad Amir,0,1,0,0,0.0,0
Daren Sammy (c),53115,not out ,0,1,0,0,0.0,0
Babar Azam,348144,c Wahab Riaz b Jordan,1,7,0,0,14.29,1
Chris Gayle,51880, b Wahab Riaz,40,31,2,4,129.03,1
Kumar Sangakkara (c)†,50710,c Samuels b Wahab Riaz,15,13,1,1,115.38,1
Shoaib Malik,42657,c Mohammad Hafeez b Jordan,0,1,0,0,0.0,1
Ravi Bopara,10582,st †Kamran Akmal b Mohammad Hafeez,6,11,0,0,54.55,1
Kieron Pollard,230559,c †Kamran Akmal b Wahab Riaz,47,26,4,3,180.77,1
Imad Wasim,227758,c Mohammad Hafeez b Jordan,24,19,1,1,126.32,1
Sohail Khan,317252,not out ,4,6,0,0,66.67,1
Mohammad Amir,290948,not out ,8,6,1,0,133.33,1
