Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Virat Kohli (c),253802,c Rahane b Perera,80,63,85,7,2,126.98,0
KL Rahul †,422108,c Sharma b Perera,7,10,15,1,0,70.0,0
AB de Villiers,44936,c Ankit Sharma b Perera,83,46,68,6,4,180.43,0
Shane Watson,8180,not out ,1,1,3,0,0,100.0,0
Sarfaraz Khan,642525,not out ,2,1,1,0,0,200.0,0
Ajinkya Rahane,277916,st †Rahul b Shamsi,60,46,76,8,0,130.43,1
Faf du Plessis,44828,c Patel b Richardson,2,3,7,0,0,66.67,1
Kevin Pietersen,19296,retired hurt ,0,1,2,0,0,0.0,1
Steven Smith,267192,run out (Kohli),4,3,3,1,0,133.33,1
MS Dhoni (c)†,28081,c de Villiers b Patel,41,38,70,3,0,107.89,1
Thisara Perera,233514,c Mandeep Singh b Watson,34,13,23,3,3,261.54,1
Rajat Bhatia,26907,c Watson b Richardson,21,11,20,1,1,190.91,1
Ravichandran Ashwin,26421,c Patel b Watson,0,1,2,0,0,0.0,1
Ankit Sharma,422992,not out ,3,3,7,0,0,100.0,1
Murugan Ashwin,528067,c de Villiers b Richardson,0,1,1,0,0,0.0,1
Ishant Sharma,236779,not out ,0,0,2,0,0,,1
