Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Dimuth Karunaratne,227772,c †Paine b Lyon,24,70,104,1,0,34.28,0
Lahiru Thirimanne,301236,c Labuschagne b Cummins,12,30,50,1,0,40.00,0
Dinesh Chandimal (c),300628,c Burns b Richardson,5,7,9,1,0,71.42,0
Kusal Mendis,629074, b Richardson,14,44,62,1,0,31.81,0
Roshen Silva,237310,c †Paine b Cummins,9,56,88,1,0,16.07,0
Dhananjaya de Silva,465793,c †Paine b Richardson,5,17,22,0,0,29.41,0
Niroshan Dickwella †,429754,c Patterson b Cummins,64,78,118,6,1,82.05,0
Dilruwan Perera,49920,c Labuschagne b Starc,1,16,25,0,0,6.25,0
Suranga Lakmal,49619,c Labuschagne b Starc,7,4,6,1,0,175.00,0
Dushmantha Chameera,552152,c Patterson b Cummins,0,20,40,0,0,0.00,0
Lahiru Kumara,784375,not out ,0,0,2,0,0,0.00,0
Marcus Harris,434813,c Thirimanne b Kumara,44,88,116,6,0,50.00,1
Joe Burns,326632,c Mendis b Lakmal,15,30,45,3,0,50.00,1
Usman Khawaja,215155, b Perera,11,29,55,1,0,37.93,1
Nathan Lyon,272279,c Mendis b Lakmal,1,23,28,0,0,4.34,1
Marnus Labuschagne,787987,c Thirimanne b de Silva,81,150,227,3,0,54.00,1
Travis Head,530011,lbw b Lakmal,84,187,262,10,0,44.91,1
Kurtis Patterson,505110,lbw b Lakmal,30,82,110,3,0,36.58,1
Tim Paine (c)†,7252,c Mendis b Lakmal,0,1,2,0,0,0.00,1
Pat Cummins,489889,c †Dickwella b Chameera,0,21,31,0,0,0.00,1
Mitchell Starc,311592,not out ,26,25,40,4,1,104.00,1
Jhye Richardson,774223,c Karunaratne b Perera,1,7,13,0,0,14.28,1
Dimuth Karunaratne,227772,c †Paine b Cummins,3,18,25,0,0,16.66,2
Lahiru Thirimanne,301236,c †Paine b Cummins,32,98,154,1,0,32.65,2
Dinesh Chandimal (c),300628,c Patterson b Cummins,0,2,5,0,0,0.00,2
Kusal Mendis,629074,c Burns b Cummins,1,7,9,0,0,14.28,2
Roshen Silva,237310,c Burns b Cummins,3,22,42,0,0,13.63,2
Dhananjaya de Silva,465793, b Richardson,14,46,57,0,0,30.43,2
Niroshan Dickwella †,429754,c Harris b Richardson,24,39,65,4,0,61.53,2
Dilruwan Perera,49920,c Patterson b Cummins,8,34,62,0,0,23.52,2
Suranga Lakmal,49619,st †Paine b Lyon,24,30,40,3,0,80.00,2
Dushmantha Chameera,552152,not out ,5,10,30,0,0,50.00,2
Lahiru Kumara,784375,absent hurt,-,-,-,-,-,0.00,2
