Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Phil Salt,669365,c & b Boyce,54,26,7,1,207.69,0
Jake Weatherald,781285,c †Harper b Richardson,6,12,0,0,50.0,0
Alex Carey (c)†,326434,c Richardson b Boyce,41,37,4,0,110.81,0
Jonathan Wells,233680,c Christian b Richardson,20,24,1,0,83.33,0
Rashid Khan,793463,c Harris b Richardson,25,16,2,2,156.25,0
Cameron White,8291,c Webster b Richardson,2,4,0,0,50.0,0
Matthew Short,605575,not out ,2,1,0,0,200.0,0
Cameron Valente,605576,not out ,0,0,0,0,,0
Sam Harper †,772361,c †Carey b Agar,11,14,1,0,78.57,1
Aaron Finch (c),5334,run out (Rashid Khan),50,39,1,1,128.21,1
Shaun Marsh,6683, b Rashid Khan,16,17,1,0,94.12,1
Marcus Harris,434813,c Short b Agar,7,5,1,0,140.0,1
Beau Webster,381329,not out ,36,26,2,2,138.46,1
Dan Christian,4864,run out (Salt),0,1,0,0,0.0,1
Will Sutherland,1076722, b Rashid Khan,1,4,0,0,25.0,1
Cameron Boyce,326625, b Valente,10,12,0,0,83.33,1
Kane Richardson,272262,c Salt b Valente,1,2,0,0,50.0,1
