Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Max Bryant,1088608,c Stoinis b Zampa,31,23,4,1,134.78,0
Chris Lynn (c),326637, b Maxwell,48,23,3,4,208.7,0
Joe Denly,12454,lbw b Zampa,0,1,0,0,0.0,0
Joe Burns,326632,not out ,22,11,3,1,200.0,0
Lewis Gregory,362201,not out ,9,3,0,1,300.0,0
Andre Fletcher,51862,c Bartlett b Mujeeb Ur Rahman,15,13,2,0,115.38,1
Marcus Stoinis,325012,c †Peirson b Gregory,34,20,4,1,170.0,1
Nicholas Pooran,604302,c Gregory b Steketee,16,5,1,2,320.0,1
Glenn Maxwell (c),325026,c Bartlett b Steketee,0,1,0,0,0.0,1
Hilton Cartwright,557295,c Bryant b Steketee,7,3,0,1,233.33,1
Nick Larkin,533870,not out ,35,16,4,2,218.75,1
Seb Gotch †,500267,not out ,2,3,0,0,66.67,1
