Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Paul Stirling (c),303427,c Najibullah Zadran b Mohammad Nabi,23,25,3,0,92.0,0
Kevin O'Brien,24605,c Mohammad Nabi b Mujeeb Ur Rahman,5,10,0,0,50.0,0
Andy Balbirnie,303423,lbw b Karim Janat,5,4,1,0,125.0,0
Stuart Thompson,414821, b Rashid Khan,18,16,2,0,112.5,0
Simi Singh,1005257,st †Shafiqullah b Mohammad Nabi,9,7,0,1,128.57,0
George Dockrell,348034,not out ,34,28,2,1,121.43,0
Shane Getkate,303508,lbw b Rashid Khan,0,2,0,0,0.0,0
Stuart Poynter †,308294,not out ,31,28,2,1,110.71,0
Hazratullah Zazai,793457,c Thompson b Rankin,11,6,1,1,183.33,1
Asghar Afghan (c),320652,c Getkate b Chase,5,5,1,0,100.0,1
Samiullah Shinwari,318339,c O'Brien b Little,17,19,3,0,89.47,1
Karim Janat,793467,c Dockrell b Rankin,0,3,0,0,0.0,1
Mohammad Nabi,25913,not out ,49,40,5,1,122.5,1
Sharafuddin Ashraf,633362,c Little b Getkate,6,7,0,0,85.71,1
Najibullah Zadran,524049,not out ,40,36,3,1,111.11,1
