Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Dawid Malan,236489, b Emrit,17,12,1,1,141.67,0
Kamran Akmal †,41028,lbw b Hassan Khan,40,32,6,1,125.0,0
Marlon Samuels,52983, b Mohammad Nawaz,19,17,2,1,111.76,0
Mohammad Hafeez,41434,c Mohammad Nawaz b Emrit,12,13,1,0,92.31,0
Khushdil Shah,716733,st †Sarfraz Ahmed b Hassan Khan,1,5,0,0,20.0,0
Iftikhar Ahmed,480603,lbw b Emrit,14,21,1,0,66.67,0
Daren Sammy (c),53115,not out ,28,11,1,3,254.55,0
Chris Jordan,288992,not out ,7,9,1,0,77.78,0
Morne van Wyk,47711,run out (Hasan Ali),1,7,0,0,14.29,1
Ahmed Shehzad,259410,c Khushdil Shah b Hasan Ali,1,5,0,0,20.0,1
Anamul Haque,380354,c Jordan b Mohammad Asghar,3,9,0,0,33.33,1
Sarfaraz Ahmed (c)†,227760,st †Kamran Akmal b Mohammad Hafeez,22,11,5,0,200.0,1
Sean Ervine,55414, b Mohammad Asghar,24,19,2,0,126.32,1
Saad Nasim,317248,c Iftikhar Ahmed b Wahab Riaz,4,6,0,0,66.67,1
Anwar Ali,232491,c Iftikhar Ahmed b Jordan,20,24,2,0,83.33,1
Mohammad Nawaz,348148,st †Kamran Akmal b Mohammad Asghar,0,1,0,0,0.0,1
Rayad Emrit,51784,not out ,6,9,0,0,66.67,1
Hassan Khan,959789,c Sammy b Wahab Riaz,4,6,0,0,66.67,1
Zulfiqar Babar,43871, b Hasan Ali,1,2,0,0,50.0,1
