Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c Voges b Richardson,19,11,3,0,172.73,0
Daniel Hughes,571761, b Richardson,7,7,1,0,100.0,0
Nic Maddinson,333780,c Tye b Johnson,31,33,2,0,93.94,0
Moises Henriques (c),5961,c †Inglis b Willey,1,3,0,0,33.33,0
Sam Billings,297628,c Turner b Tye,0,1,0,0,0.0,0
Johan Botha,44149, b Willey,4,6,0,0,66.67,0
Peter Nevill †,6973, b Johnson,18,20,2,0,90.0,0
Steve O'Keefe,7069,c Richardson b Tye,23,18,1,0,127.78,0
Sean Abbott,398666,c Johnson b Tye,23,13,3,0,176.92,0
Daniel Sams,826901,lbw b Tye,0,1,0,0,0.0,0
Doug Bollinger,4508,not out ,0,0,0,0,,0
William Bosisto,530015,c †Nevill b Abbott,21,20,4,0,105.0,1
Josh Philippe,1124282,c Bollinger b Abbott,7,10,0,0,70.0,1
David Willey,308251,c Maddinson b Abbott,13,16,1,0,81.25,1
Hilton Cartwright,557295,c & b Bollinger,20,19,1,1,105.26,1
Ashton Turner,500268,not out ,52,27,2,5,192.59,1
Adam Voges (c),8119,not out ,19,17,1,0,111.76,1
