Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ruturaj Gaikwad,1060380,c Dhawan b Woakes,5,8,1,0,62.5,0
Faf du Plessis,44828,lbw b Avesh Khan,0,3,0,0,0.0,0
Moeen Ali,8917,c Dhawan b Ashwin,36,24,4,2,150.0,0
Suresh Raina,33335,run out (Woakes/†Pant),54,36,3,4,150.0,0
Ambati Rayudu,33141,c Dhawan b Curran,23,16,1,2,143.75,0
Ravindra Jadeja,234675,not out ,26,17,3,0,152.94,0
MS Dhoni (c)†,28081, b Avesh Khan,0,2,0,0,0.0,0
Sam Curran,662973, b Woakes,34,15,4,2,226.67,0
Prithvi Shaw,1070168,c Ali b Bravo,72,38,9,3,189.47,1
Shikhar Dhawan,28235,lbw b Thakur,85,54,10,2,157.41,1
Rishabh Pant (c)†,931581,not out ,15,12,2,0,125.0,1
Marcus Stoinis,325012,c Curran b Thakur,14,9,3,0,155.56,1
Shimron Hetmyer,670025,not out ,0,0,0,0,,1
