Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hamilton Masakadza (c),55608,lbw b Adair,15,23,3,0,65.22,0
Tinashe Kamunhukamwe,713811, b Adair,0,1,0,0,0.0,0
Craig Ervine,55412,c Balbirnie b Stirling,105,117,13,0,89.74,0
Brendan Taylor †,55814,c O'Brien b Getkate,12,26,2,0,46.15,0
Sean Williams,55870,lbw b Getkate,28,29,4,0,96.55,0
Sikandar Raza,299572,st †Tucker b McBrine,8,24,0,0,33.33,0
Peter Moor,333000,c †Tucker b Adair,17,23,3,0,73.91,0
Ryan Burl,495964,not out ,49,42,3,4,116.67,0
Donald Tiripano,392945,c Getkate b Murtagh,2,7,0,0,28.57,0
Kyle Jarvis,332996,c McBrine b Adair,4,7,0,0,57.14,0
Tendai Chatara,425639,not out ,4,1,1,0,400.0,0
Paul Stirling,303427,c †Taylor b Chatara,57,74,8,0,77.03,1
James McCollum,470917,c †Taylor b Jarvis,21,33,3,0,63.64,1
Andy Balbirnie,303423,run out (Sikandar Raza/Chatara),101,112,9,2,90.18,1
William Porterfield (c),24611,c †Taylor b Chatara,6,10,1,0,60.0,1
Kevin O'Brien,24605,c Sikandar Raza b Chatara,5,7,1,0,71.43,1
Lorcan Tucker †,928057,c Burl b Jarvis,23,30,1,0,76.67,1
Shane Getkate,303508,not out ,16,13,1,1,123.08,1
Mark Adair,526441,not out ,21,13,3,1,161.54,1
