Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Danushka Gunathilaka,345821,c Raina b Thakur,17,8,0,1,212.5,0
Kusal Mendis,629074,c Sharma b Chahal,55,38,3,3,144.74,0
Kusal Perera †,300631, b Washington Sundar,3,4,0,0,75.0,0
Upul Tharanga,50747, b Shankar,22,24,1,1,91.67,0
Thisara Perera (c),233514,c Chahal b Thakur,15,6,0,2,250.0,0
Jeevan Mendis,49700, b Washington Sundar,1,3,0,0,33.33,0
Dasun Shanaka,437316,c †Karthik b Thakur,19,16,1,1,118.75,0
Akila Dananjaya,574178,c Rahul b Unadkat,5,11,0,0,45.45,0
Suranga Lakmal,49619,not out ,5,4,1,0,125.0,0
Dushmantha Chameera,552152,c Unadkat b Thakur,0,1,0,0,0.0,0
Nuwan Pradeep,324358,not out ,0,0,0,0,,0
Rohit Sharma (c),34102,c BKG Mendis b Dananjaya,11,7,1,1,157.14,1
Shikhar Dhawan,28235,c NLTC Perera b Dananjaya,8,10,1,0,80.0,1
KL Rahul,422108,hit wicket b BMAJ Mendis,18,17,1,0,105.88,1
Suresh Raina,33335,c NLTC Perera b Pradeep,27,15,2,2,180.0,1
Manish Pandey,290630,not out ,42,31,3,1,135.48,1
Dinesh Karthik †,30045,not out ,39,25,5,0,156.0,1
