Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c Boult b Ferguson,24,38,58,3,0,63.16,0
Soumya Sarkar,436677, b Henry,25,25,35,3,0,100.0,0
Shakib Al Hasan,56143,c †Latham b de Grandhomme,64,68,98,7,0,94.12,0
Mushfiqur Rahim †,56029,run out (Guptill/†Latham),19,35,48,2,0,54.29,0
Mohammad Mithun,269237,c de Grandhomme b Henry,26,33,59,3,0,78.79,0
Mahmudullah,56025,c Williamson b Santner,20,41,52,0,0,48.78,0
Mosaddek Hossain,550133,c Guptill b Boult,11,22,40,0,0,50.0,0
Mohammad Saifuddin,629070, b Henry,29,23,34,3,1,126.09,0
Mehidy Hasan Miraz,629063,c †Latham b Boult,7,9,9,0,0,77.78,0
Mashrafe Mortaza (c),56007,c Boult b Henry,1,2,6,0,0,50.0,0
Mustafizur Rahman,330902,not out ,0,0,1,0,0,,0
Martin Guptill,226492,c Tamim Iqbal b Shakib Al Hasan,25,14,22,3,1,178.57,1
Colin Munro,232359,c Mehidy Hasan Miraz b Shakib Al Hasan,24,34,41,3,1,70.59,1
Kane Williamson (c),277906,c Mosaddek Hossain b Mehidy Hasan Miraz,40,72,108,1,0,55.56,1
Ross Taylor,38699,c †Mushfiqur Rahim b Mosaddek Hossain,82,91,122,9,0,90.11,1
Tom Latham †,388802,c Mohammad Saifuddin b Mehidy Hasan Miraz,0,4,5,0,0,0.0,1
James Neesham,355269,c Soumya Sarkar b Mosaddek Hossain,25,33,54,2,1,75.76,1
Colin de Grandhomme,55395,c †Mushfiqur Rahim b Mohammad Saifuddin,15,13,23,2,0,115.38,1
Mitchell Santner,502714,not out ,17,12,26,2,0,141.67,1
Matt Henry,506612, b Mohammad Saifuddin,6,8,16,1,0,75.0,1
Lockie Ferguson,493773,not out ,4,3,5,1,0,133.33,1
