Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shane Watson,8180,c Shivam Mavi b Narine,36,25,4,2,144.0,0
Faf du Plessis,44828, b Chawla,27,15,4,1,180.0,0
Suresh Raina,33335,c Johnson b Kuldeep Yadav,31,26,4,0,119.23,0
Ambati Rayudu,33141, b Narine,21,17,3,0,123.53,0
MS Dhoni (c)†,28081,not out ,43,25,1,4,172.0,0
Ravindra Jadeja,234675,c †Karthik b Chawla,12,12,1,0,100.0,0
Karn Sharma,30288,not out ,0,0,0,0,,0
Chris Lynn,326637,c Watson b Ngidi,12,6,0,2,200.0,1
Sunil Narine,230558,c Bravo b Jadeja,32,20,4,2,160.0,1
Robin Uthappa,35582,c Bravo b Asif,6,8,1,0,75.0,1
Shubman Gill,1070173,not out ,57,36,6,2,158.33,1
Rinku Singh,723105, b Harbhajan Singh,16,18,2,0,88.89,1
Dinesh Karthik (c)†,30045,not out ,45,18,7,1,250.0,1
