Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ahmed Shehzad,259410,c †Hope b Gabriel,5,15,0,0,33.33,0
Kamran Akmal,41028,c †Hope b Joseph,21,27,2,0,77.78,0
Babar Azam,348144,not out ,125,132,7,3,94.7,0
Mohammad Hafeez,41434,st †Hope b Nurse,32,50,2,1,64.0,0
Shoaib Malik,42657,c †Hope b Bishoo,9,17,0,0,52.94,0
Sarfaraz Ahmed (c)†,227760,c Walton b Gabriel,26,26,3,0,100.0,0
Imad Wasim,227758,not out ,43,35,2,2,122.86,0
Evin Lewis,431901,lbw b Mohammad Amir,13,14,2,0,92.86,1
Chadwick Walton,315586,c Hasan Ali b Junaid Khan,10,9,2,0,111.11,1
Shai Hope †,581379,c Shadab Khan b Hasan Ali,15,12,3,0,125.0,1
Kieran Powell,252932,lbw b Hasan Ali,11,21,0,0,52.38,1
Jonathan Carter,314615,lbw b Mohammad Hafeez,12,20,1,0,60.0,1
Jason Mohammed,230549,c †Sarfraz Ahmed b Mohammad Hafeez,1,16,0,0,6.25,1
Jason Holder (c),391485,c Babar Azam b Hasan Ali,68,87,6,1,78.16,1
Ashley Nurse,315594,lbw b Hasan Ali,44,43,6,1,102.33,1
Devendra Bishoo,341593,lbw b Shadab Khan,16,18,2,0,88.89,1
Alzarri Joseph,670031,c Babar Azam b Hasan Ali,15,29,0,0,51.72,1
Shannon Gabriel,446101,not out ,0,0,0,0,,1
