Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Joe Denly,12454, b Botha,10,10,2,0,100.0,0
Justin Avendano,1125715,c †Wade b Botha,5,8,1,0,62.5,0
Daniel Hughes,571761,c McDermott b Botha,61,40,5,2,152.5,0
Moises Henriques (c),5961,run out (†Wade/Short),31,24,1,1,129.17,0
Jordan Silk,437669,c Bailey b Faulkner,9,10,1,0,90.0,0
Josh Philippe †,1124282,c Doolan b Archer,11,9,1,0,122.22,0
Tom Curran,550235,c McDermott b Faulkner,19,14,3,0,135.71,0
Sean Abbott,398666,c McDermott b Faulkner,7,3,0,1,233.33,0
Steve O'Keefe,7069,not out ,5,2,1,0,250.0,0
Ben Dwarshuis,679567,not out ,0,0,0,0,,0
Matthew Wade (c)†,230193,c O'Keefe b Curran,15,11,2,0,136.36,1
D'Arcy Short,308798, b Abbott,64,42,5,3,152.38,1
Alex Doolan,233648,c Curran b Abbott,26,23,4,0,113.04,1
Ben McDermott,603410,c Silk b O'Keefe,10,14,1,0,71.43,1
George Bailey,4451,c Henriques b Dwarshuis,30,17,2,2,176.47,1
Simon Milenko,326639,not out ,12,10,0,1,120.0,1
James Faulkner,270484,not out ,2,2,0,0,100.0,1
