Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c Woakes b Curran,36,20,8,0,180.0,0
Sadeera Samarawickrama,629076,c Woakes b Rashid,35,34,4,0,102.94,0
Kusal Mendis,629074, b Rashid,0,1,0,0,0.0,0
Dinesh Chandimal (c),300628,c Rashid b Curran,34,42,2,0,80.95,0
Thisara Perera,233514,c Roy b Rashid,0,1,0,0,0.0,0
Dhananjaya de Silva,465793,c Roy b Curran,3,10,0,0,30.0,0
Dasun Shanaka,437316, b Rashid,21,10,1,2,210.0,0
Akila Dananjaya,574178,run out (Bairstow/†Buttler),7,4,1,0,175.0,0
Lasith Malinga,49758,not out ,2,2,0,0,100.0,0
Amila Aponso,429748,run out (†Buttler/Curran),0,2,0,0,0.0,0
Jason Roy,298438,lbw b Dananjaya,41,26,3,2,157.69,1
Jonny Bairstow,297433,c Perera b Aponso,4,2,1,0,200.0,1
Joe Root,303669, b Aponso,8,10,1,0,80.0,1
Eoin Morgan (c),24598,not out ,58,49,7,0,118.37,1
Ben Stokes,311158,not out ,35,24,1,2,145.83,1
