Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c Duminy b Khan,0,3,2,0,0,0.0,0
Virat Kohli (c),253802,c Iyer b Mohammed Shami,79,48,88,7,3,164.58,0
AB de Villiers,44936,c Mohammed Shami b Brathwaite,55,33,47,9,1,166.67,0
Shane Watson,8180,c Morris b Mohammed Shami,33,19,25,2,3,173.68,0
Sarfaraz Khan,642525,run out (Mohammed Shami),1,2,2,0,0,50.0,0
Kedar Jadhav †,290716,not out ,9,11,19,1,0,81.82,0
David Wiese,221140,not out ,5,4,10,0,0,125.0,0
Quinton de Kock †,379143,c †Jadhav b Watson,108,51,94,15,3,211.76,1
Shreyas Iyer,642519,c Wiese b Aravind,0,4,5,0,0,0.0,1
Sanju Samson,425943,c Chahal b Watson,9,14,22,0,0,64.29,1
Karun Nair,398439,not out ,54,42,71,6,1,128.57,1
Jean-Paul Duminy,44932,not out ,7,5,5,1,0,140.0,1
