Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jos Buttler †,308967,c Abbott b O'Keefe,63,37,6,3,170.27,0
Shane Watson (c),8180, b Abbott,19,15,3,1,126.67,0
Callum Ferguson,5236,run out (†Philippe/Dwarshuis),23,24,2,0,95.83,0
Joe Root,303669, b O'Keefe,9,8,1,0,112.5,0
Jason Sangha,959827,c Abbott b Curran,3,6,0,0,50.0,0
Daniel Sams,826901,c †Philippe b Dwarshuis,28,11,3,2,254.55,0
Chris Green,787073,c Abbott b Curran,0,2,0,0,0.0,0
Nathan McAndrew,785323,run out (†Philippe),7,5,1,0,140.0,0
Jonathan Cook,1137279,not out ,12,12,1,0,100.0,0
Sam Rainbird,333872, b Curran,0,1,0,0,0.0,0
Jack Edwards,1088610,lbw b Cook,9,9,0,0,100.0,1
Joe Denly,12454, b Rainbird,1,4,0,0,25.0,1
Moises Henriques (c),5961,c Green b Sams,15,13,1,0,115.38,1
Daniel Hughes,571761, b Fawad Ahmed,13,14,2,0,92.86,1
Jordan Silk,437669, b Fawad Ahmed,0,1,0,0,0.0,1
Josh Philippe †,1124282,lbw b Fawad Ahmed,12,8,2,0,150.0,1
Tom Curran,550235,c Cook b Green,62,40,8,1,155.0,1
Sean Abbott,398666,c Ferguson b Sams,35,28,1,1,125.0,1
Steve O'Keefe,7069, b Sams,0,2,0,0,0.0,1
Ben Dwarshuis,679567,not out ,0,0,0,0,,1
Lloyd Pope,1076721,not out ,0,1,0,0,0.0,1
