Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Dwayne Smith,53118,lbw b Yasir Shah,20,17,2,1,117.65,0
Rafatullah Mohmand,42439,c †Mohammad Rizwan b Aamer Yamin,18,13,0,2,138.46,0
Brad Haddin †,5560, b Aamer Yamin,1,6,0,0,16.67,0
Ben Duckett,521637, b Yasir Shah,14,21,1,0,66.67,0
Misbah-ul-Haq (c),41378,c †Mohammad Rizwan b Aamer Yamin,16,13,1,1,123.08,0
Shane Watson,8180,lbw b Narine,7,9,0,0,77.78,0
Shadab Khan,922943,run out (†Mohammad Rizwan),42,24,2,3,175.0,0
Amad Butt,717373,c McCullum b Sohail Tanvir,17,16,1,1,106.25,0
Mohammad Sami,41324,not out ,1,1,0,0,100.0,0
Cameron Delport,322810,c Shadab Khan b Mohammad Irfan,12,16,1,0,75.0,1
Brendon McCullum (c),37737,c Misbah-ul-Haq b Rumman Raees,11,18,2,0,61.11,1
Fakhar Zaman,512191,lbw b Shadab Khan,6,5,1,0,120.0,1
Umar Akmal,317273,lbw b Shadab Khan,66,42,8,3,157.14,1
Mohammad Rizwan †,323389, b Watson,3,9,0,0,33.33,1
Mohammad Irfan,805925,run out (Watson),0,1,0,0,0.0,1
Grant Elliott,44956,not out ,26,17,2,1,152.94,1
Sunil Narine,230558,lbw b Rumman Raees,12,5,0,2,240.0,1
Sohail Tanvir,43265,c Smith b Rumman Raees,1,3,0,0,33.33,1
Aamer Yamin,434429,c Smith b Mohammad Sami,0,1,0,0,0.0,1
Yasir Shah,43685,not out ,0,0,0,0,,1
