Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Evin Lewis,431901,c Mohammad Hafeez b Junaid Khan,16,22,1,0,72.73,0
Chadwick Walton,315586, b Hasan Ali,19,27,3,0,70.37,0
Kieran Powell,252932,st †Sarfraz Ahmed b Imad Wasim,23,34,2,0,67.65,0
Shai Hope †,581379,c Shoaib Malik b Shadab Khan,71,112,1,2,63.39,0
Jason Mohammed,230549,c †Sarfraz Ahmed b Junaid Khan,59,64,5,2,92.19,0
Jonathan Carter,314615, b Shadab Khan,11,8,0,1,137.5,0
Jason Holder (c),391485,c Shadab Khan b Mohammad Amir,12,15,0,1,80.0,0
Ashley Nurse,315594,not out ,10,13,0,0,76.92,0
Veerasammy Permaul,274921,c Mohammad Hafeez b Mohammad Amir,8,5,0,0,160.0,0
Devendra Bishoo,341593,run out (Mohammad Amir),0,0,0,0,,0
Kamran Akmal,41028,c Powell b Gabriel,0,1,0,0,0.0,1
Ahmed Shehzad,259410,c †Hope b Holder,3,14,0,0,21.43,1
Babar Azam,348144, b Gabriel,16,22,3,0,72.73,1
Mohammad Hafeez,41434,c Permaul b Nurse,81,86,8,2,94.19,1
Shoaib Malik,42657,not out ,101,111,10,2,90.99,1
Sarfaraz Ahmed (c)†,227760,not out ,24,26,1,0,92.31,1
