Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Nikhil Naik,554700,lbw b Lamichhane,7,16,16,1,0,43.75,0
Chris Lynn,326637,c †Pant b Rabada,20,18,32,3,0,111.11,0
Robin Uthappa,35582,lbw b Patel,11,6,11,2,0,183.33,0
Nitish Rana,604527,c Rabada b Patel,1,2,7,0,0,50.0,0
Dinesh Karthik (c)†,30045,c †Pant b Mishra,50,36,75,5,2,138.89,0
Shubman Gill,1070173,run out (Rabada/Patel/Lamichhane),4,5,12,0,0,80.0,0
Andre Russell,276298,c sub (R Tewatia) b Morris,62,28,52,4,6,221.43,0
Piyush Chawla,32966,run out (Dhawan/Rabada),12,5,11,1,1,240.0,0
Kuldeep Yadav,559235,not out ,10,5,5,1,0,200.0,0
Prithvi Shaw,1070168,c †Karthik b Ferguson,99,55,92,12,3,180.0,1
Shikhar Dhawan,28235,c Russell b Chawla,16,8,12,2,1,200.0,1
Shreyas Iyer (c),642519,c Shubman Gill b Russell,43,32,43,4,2,134.38,1
Rishabh Pant †,931581,c Chawla b Kuldeep Yadav,11,15,30,1,0,73.33,1
Colin Ingram,45705,run out (Uthappa/†Karthik),10,7,13,1,0,142.86,1
Hanuma Vihari,452044,c Shubman Gill b Kuldeep Yadav,2,3,6,0,0,66.67,1
Harshal Patel,390481,not out ,0,0,1,0,0,,1
