Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102, b Holder,15,18,2,0,83.33,0
KL Rahul,422108,c Hetmyer b Pierre,11,11,1,0,100.0,0
Shivam Dube,714451,c Hetmyer b Walsh,54,30,3,4,180.0,0
Virat Kohli (c),253802,c Simmons b Williams,19,17,2,0,111.76,0
Rishabh Pant †,931581,not out ,33,22,3,1,150.0,0
Shreyas Iyer,642519,c King b Walsh,10,11,1,0,90.91,0
Ravindra Jadeja,234675, b Williams,9,11,0,0,81.82,0
Washington Sundar,719715,c & b Cottrell,0,1,0,0,0.0,0
Deepak Chahar,447261,not out ,1,1,0,0,100.0,0
Lendl Simmons,53116,not out ,67,45,4,4,148.89,1
Evin Lewis,431901,st †Pant b Washington Sundar,40,35,3,3,114.29,1
Shimron Hetmyer,670025,c Kohli b Jadeja,23,14,0,3,164.29,1
Nicholas Pooran †,604302,not out ,38,18,4,2,211.11,1
