Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma (c),34102, b Henry,2,16,16,0,0,12.5,0
Shikhar Dhawan,28235,c Henry b Boult,6,13,24,1,0,46.15,0
Shubman Gill,1070173,c Santner b Henry,7,11,13,1,0,63.64,0
Ambati Rayudu,33141,c Munro b Henry,90,113,150,8,4,79.65,0
MS Dhoni †,28081, b Boult,1,6,13,0,0,16.67,0
Vijay Shankar,477021,run out (Neesham/Munro),45,64,84,4,0,70.31,0
Kedar Jadhav,290716, b Henry,34,45,55,3,0,75.56,0
Hardik Pandya,625371,c Boult b Neesham,45,22,27,2,5,204.55,0
Bhuvneshwar Kumar,326016,c Taylor b Boult,6,8,21,0,0,75.0,0
Mohammed Shami,481896,run out (Boult),1,1,4,0,0,100.0,0
Yuzvendra Chahal,430246,not out ,0,1,1,0,0,0.0,0
Colin Munro,232359, b Mohammed Shami,24,19,40,2,1,126.32,1
Henry Nicholls,539511,c Jadhav b Mohammed Shami,8,15,14,1,0,53.33,1
Kane Williamson (c),277906,c Dhawan b Jadhav,39,73,96,3,0,53.42,1
Ross Taylor,38699,lbw b Pandya,1,4,7,0,0,25.0,1
Tom Latham †,388802,lbw b Chahal,37,49,74,3,0,75.51,1
James Neesham,355269,run out (†Dhoni),44,32,54,4,2,137.5,1
Colin de Grandhomme,55395,lbw b Chahal,11,8,12,2,0,137.5,1
Mitchell Santner,502714,c Mohammed Shami b Pandya,22,37,62,0,0,59.46,1
Todd Astle,213674,lbw b Chahal,10,16,20,1,0,62.5,1
Matt Henry,506612,not out ,17,9,16,1,2,188.89,1
Trent Boult,277912,c Mohammed Shami b Kumar,1,3,5,0,0,33.33,1
