Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Zeeshan Ashraf †,520183,c Mohammad Nawaz b Naseem Shah,8,11,1,0,72.73,0
James Vince,296597,c Azam Khan b Mohammad Nawaz,29,24,6,0,120.83,0
Shan Masood (c),233901,c Azam Khan b Mohammad Hasnain,46,32,6,0,143.75,0
Moeen Ali,8917, b Cutting,6,7,1,0,85.71,0
Rilee Rossouw,318845,not out ,100,44,10,6,227.27,0
Khushdil Shah,716733,c Anwar Ali b Sohail Khan,1,2,0,0,50.0,0
Sohail Tanvir,43265,not out ,1,1,0,0,100.0,0
Jason Roy,298438,c Ali b Bilawal Bhatti,30,27,6,0,111.11,1
Shane Watson,8180,c Ali b Imran Tahir,80,41,7,7,195.12,1
Ahsan Ali,348146,c Vince b Khushdil Shah,14,16,1,0,87.5,1
Azam Khan,1137262,c sub (WL Madsen) b Imran Tahir,6,6,1,0,100.0,1
Ben Cutting,230371,c Shan Masood b Bilawal Bhatti,12,12,2,0,100.0,1
Anwar Ali,232491,c sub (WL Madsen) b Bilawal Bhatti,14,8,1,1,175.0,1
Sohail Khan,317252,run out (Sohail Tanvir/†Zeeshan Ashraf),1,2,0,0,50.0,1
Mohammad Nawaz,348148,not out ,5,6,0,0,83.33,1
Sarfaraz Ahmed (c)†,227760,not out ,3,4,0,0,75.0,1
