Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ajinkya Rahane,277916,c Bishoo b Cummins,72,112,4,1,64.29,0
Shikhar Dhawan,28235,c Chase b Cummins,2,6,0,0,33.33,0
Virat Kohli (c),253802,c KA Hope b Holder,11,22,2,0,50.0,0
Yuvraj Singh,36084,lbw b Bishoo,39,55,4,0,70.91,0
MS Dhoni †,28081,not out ,78,79,4,2,98.73,0
Kedar Jadhav,290716,not out ,40,26,4,1,153.85,0
Evin Lewis,431901, b Yadav,2,5,0,0,40.0,1
Kyle Hope,443150,c Jadhav b Pandya,19,35,3,0,54.29,1
Shai Hope †,581379,c & b Pandya,24,50,2,0,48.0,1
Roston Chase,391832, b Kuldeep Yadav,2,3,0,0,66.67,1
Jason Mohammed,230549,lbw b Kuldeep Yadav,40,61,4,0,65.57,1
Jason Holder (c),391485,st †Dhoni b Ashwin,6,9,0,0,66.67,1
Rovman Powell,820351,c Pandya b Kuldeep Yadav,30,43,5,0,69.77,1
Ashley Nurse,315594,c Yadav b Ashwin,6,6,1,0,100.0,1
Devendra Bishoo,341593,not out ,4,11,0,0,36.36,1
Miguel Cummins,556749,lbw b Ashwin,1,4,0,0,25.0,1
Kesrick Williams,450075, b Jadhav,1,2,0,0,50.0,1
