Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Hashim Amla,43906,c Gunaratne b Kumara,1,9,8,0,0,11.11,0
Quinton de Kock †,379143,c Tharanga b Pathirana,55,46,78,7,2,119.57,0
Faf du Plessis,44828,c Gunaratne b Madushanka,185,141,212,16,3,131.21,0
AB de Villiers (c),44936, b Pathirana,64,62,81,4,0,103.23,0
Jean-Paul Duminy,44932,c Mendis b Kumara,20,22,30,2,0,90.91,0
Farhaan Behardien,44410,not out ,36,20,33,4,1,180.0,0
Wayne Parnell,265564,not out ,1,1,2,0,0,100.0,0
Niroshan Dickwella †,429754,c Behardien b Pretorius,58,47,65,9,0,123.4,1
Upul Tharanga (c),50747,c Duminy b Parnell,119,90,121,11,7,132.22,1
Kusal Mendis,629074,c †de Kock b Parnell,29,34,45,3,0,85.29,1
Sandun Weerakkody,499592,c Parnell b Imran Tahir,58,51,85,7,1,113.73,1
Dhananjaya de Silva,465793,lbw b Rabada,5,14,18,0,0,35.71,1
Asela Gunaratne,360456,c Amla b Rabada,38,31,48,3,1,122.58,1
Nuwan Kulasekara,49535,lbw b Imran Tahir,1,2,6,0,0,50.0,1
Sachith Pathirana,212756,c †de Kock b Pretorius,1,3,10,0,0,33.33,1
Lahiru Madushanka,428366,c Pretorius b Parnell,6,8,9,1,0,75.0,1
Lahiru Kumara,784375,not out ,1,7,9,0,0,14.29,1
Lakshan Sandakan,429738, b Parnell,1,2,5,0,0,50.0,1
