Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Shane Watson,8180,c Markande b KH Pandya,12,11,1,0,109.09,0
Ambati Rayudu,33141,c Cutting b KH Pandya,46,35,2,4,131.43,0
Suresh Raina,33335,not out ,75,47,6,4,159.57,0
MS Dhoni (c)†,28081,c Lewis b McClenaghan,26,21,3,1,123.81,0
Dwayne Bravo,51439,c Markande b McClenaghan,0,1,0,0,0.0,0
Sam Billings,297628,c Cutting b HH Pandya,3,5,0,0,60.0,0
Ravindra Jadeja,234675,not out ,0,0,0,0,,0
Suryakumar Yadav,446507,c Jadeja b Harbhajan Singh,44,34,5,1,129.41,1
Evin Lewis,431901,c Thakur b Bravo,47,43,3,2,109.3,1
Rohit Sharma (c),34102,not out ,56,33,6,2,169.7,1
Hardik Pandya,625371,not out ,13,8,0,1,162.5,1
