Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Brendon McCullum,37737, b Narine,43,27,6,2,159.26,0
Quinton de Kock †,379143,c Vinay Kumar b Chawla,4,4,1,0,100.0,0
Virat Kohli (c),253802, b Rana,31,33,1,1,93.94,0
AB de Villiers,44936,c Johnson b Rana,44,23,1,5,191.3,0
Sarfaraz Khan,642525,c Singh b Johnson,6,10,0,0,60.0,0
Mandeep Singh,398506,c Kuldeep Yadav b Vinay Kumar,37,18,4,2,205.56,0
Chris Woakes,247235,c Russell b Vinay Kumar,5,5,1,0,100.0,0
Washington Sundar,719715,not out ,0,0,0,0,,0
Sunil Narine,230558, b Yadav,50,19,4,5,263.16,1
Chris Lynn,326637,c de Villiers b Woakes,5,8,1,0,62.5,1
Robin Uthappa,35582,c McCullum b Yadav,13,12,0,1,108.33,1
Nitish Rana,604527,lbw b Washington Sundar,34,25,2,2,136.0,1
Dinesh Karthik (c)†,30045,not out ,35,29,4,0,120.69,1
Rinku Singh,723105,c †de Kock b Woakes,6,6,1,0,100.0,1
Andre Russell,276298,c de Villiers b Woakes,15,11,2,1,136.36,1
Vinay Kumar,35731,not out ,6,3,1,0,200.0,1
