Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Liton Das,536936,c Mavuta b Jarvis,9,35,0,0,25.71,0
Imrul Kayes,280734,c †Chakabva b Jarvis,0,16,0,0,0.00,0
Mominul Haque,373696,c Chari b Chatara,161,247,19,0,65.18,0
Mohammad Mithun,269237,c Taylor b Tiripano,0,4,0,0,0.00,0
Mushfiqur Rahim †,56029,not out ,219,421,18,1,52.01,0
Taijul Islam,401057,c †Chakabva b Jarvis,4,10,0,0,40.00,0
Mahmudullah (c),56025,c †Chakabva b Jarvis,36,110,3,0,32.72,0
Ariful Haque,270135,c Chari b Jarvis,4,18,1,0,22.22,0
Mehidy Hasan Miraz,629063,not out ,68,102,5,1,66.66,0
Hamilton Masakadza (c),55608,c Mehidy Hasan Miraz b Taijul Islam,14,44,2,0,31.81,1
Brian Chari,427178,c Mominul Haque b Mehidy Hasan Miraz,53,128,6,2,41.40,1
Donald Tiripano,392945,c Mehidy Hasan Miraz b Taijul Islam,8,46,1,0,17.39,1
Brendan Taylor,55814,c Taijul Islam b Mehidy Hasan Miraz,110,194,10,0,56.70,1
Sean Williams,55870, b Taijul Islam,11,28,1,0,39.28,1
Sikandar Raza,299572, b Taijul Islam,0,12,0,0,0.00,1
Peter Moor,333000,lbw b Ariful Haque,83,114,12,1,72.80,1
Regis Chakabva †,293831,c Mominul Haque b Taijul Islam,10,42,1,0,23.80,1
Brandon Mavuta,806239,c Ariful Haque b Mehidy Hasan Miraz,0,2,0,0,0.00,1
Kyle Jarvis,332996,not out ,9,23,0,0,39.13,1
Tendai Chatara,425639,absent hurt,-,-,-,-,0.00,1
Liton Das,536936, b Jarvis,6,14,0,0,42.85,2
Imrul Kayes,280734,c Mavuta b Jarvis,3,12,0,0,25.00,2
Mominul Haque,373696,c †Chakabva b Tiripano,1,5,0,0,20.00,2
Mohammad Mithun,269237,c †Chakabva b Sikandar Raza,67,110,4,1,60.90,2
Mushfiqur Rahim †,56029,c Mavuta b Tiripano,7,19,1,0,36.84,2
Mahmudullah (c),56025,not out ,101,122,4,2,82.78,2
Ariful Haque,270135, b Williams,5,8,0,0,62.50,2
Mehidy Hasan Miraz,629063,not out ,27,34,2,0,79.41,2
Hamilton Masakadza (c),55608,c Mominul Haque b Mehidy Hasan Miraz,25,68,1,0,36.76,3
Brian Chari,427178,lbw b Taijul Islam,43,82,3,1,52.43,3
Brendan Taylor,55814,not out ,106,167,10,0,63.47,3
Sean Williams,55870, b Mustafizur Rahman,13,33,1,0,39.39,3
Sikandar Raza,299572,c & b Taijul Islam,12,33,1,0,36.36,3
Peter Moor,333000,c Imrul Kayes b Mehidy Hasan Miraz,13,79,1,0,16.45,3
Regis Chakabva †,293831,run out (Mominul Haque/†Mushfiqur Rahim),2,8,0,0,25.00,3
Donald Tiripano,392945,c Liton Das b Mehidy Hasan Miraz,0,9,0,0,0.00,3
Brandon Mavuta,806239,c Taijul Islam b Mehidy Hasan Miraz,0,11,0,0,0.00,3
Kyle Jarvis,332996,c Khaled Ahmed b Mehidy Hasan Miraz,1,9,0,0,11.11,3
Tendai Chatara,425639,absent hurt,-,-,-,-,0.00,3
