Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Virat Kohli (c),253802,c Dawson b Jordan,21,15,17,2,1,140.0,0
KL Rahul,422108,c Stokes b Jordan,71,47,75,6,2,151.06,0
Suresh Raina,33335,c Jordan b Rashid,7,10,16,0,0,70.0,0
Yuvraj Singh,36084,lbw b Ali,4,12,9,0,0,33.33,0
Manish Pandey,290630, b Mills,30,26,38,0,1,115.38,0
MS Dhoni †,28081, b Jordan,5,7,16,0,0,71.43,0
Hardik Pandya,625371,run out (Jordan),2,3,3,0,0,66.67,0
Amit Mishra,31107,run out (Ali/Jordan),0,0,2,0,0,,0
Jasprit Bumrah,625383,not out ,0,0,1,0,0,,0
Jason Roy,298438,c Raina b Nehra,10,11,14,0,1,90.91,1
Sam Billings,297628,c Bumrah b Nehra,12,9,12,0,1,133.33,1
Joe Root,303669,lbw b Bumrah,38,38,82,2,0,100.0,1
Eoin Morgan (c),24598,c Pandya b Mishra,17,23,34,1,0,73.91,1
Ben Stokes,311158,lbw b Nehra,38,27,30,2,2,140.74,1
Jos Buttler †,308967, b Bumrah,15,10,17,1,1,150.0,1
Moeen Ali,8917,not out ,1,2,6,0,0,50.0,1
Chris Jordan,288992,not out ,0,1,3,0,0,0.0,1
