Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
William Porterfield (c),24611,lbw b Mohammad Nabi,9,26,2,0,34.62,0
Paul Stirling,303427,c †Ikram Alikhil b Yamin Ahmadzai,26,30,6,0,86.67,0
Andy Balbirnie,303423, b Yamin Ahmadzai,4,7,1,0,57.14,0
James McCollum,470917, b Rashid Khan,4,9,1,0,44.44,0
Kevin O'Brien,24605,lbw b Mohammad Nabi,12,23,2,0,52.17,0
Stuart Poynter †,308294,lbw b Rashid Khan,0,2,0,0,0.0,0
Stuart Thompson,414821,c Hashmatullah Shahidi b Mohammad Nabi,3,31,0,0,9.68,0
George Dockrell,348034,c †Ikram Alikhil b Yamin Ahmadzai,39,100,6,0,39.0,0
Andy McBrine,417381, b Waqar Salamkheil,3,26,0,0,11.54,0
James Cameron-Dow,380957,lbw b Waqar Salamkheil,9,31,0,0,29.03,0
Tim Murtagh,17134,not out ,54,75,4,2,72.0,0
Mohammad Shahzad,419873,c & b Cameron-Dow,40,64,6,1,62.5,1
Ihsanullah,703323,lbw b Cameron-Dow,7,34,1,0,20.59,1
Rahmat Shah,533956, b Murtagh,98,214,15,0,45.79,1
Hashmatullah Shahidi,440970,lbw b McBrine,61,154,6,0,39.61,1
Asghar Afghan (c),320652,c †Poynter b Thompson,67,92,6,4,72.83,1
Mohammad Nabi,25913,c Cameron-Dow b Thompson,0,3,0,0,0.0,1
Ikram Alikhil †,935553, b McBrine,7,40,0,0,17.5,1
Rashid Khan,793463,lbw b Dockrell,10,8,1,1,125.0,1
Yamin Ahmadzai,440968,lbw b Dockrell,2,5,0,0,40.0,1
Wafadar Momand,973945,c Balbirnie b Thompson,6,24,1,0,25.0,1
Waqar Salamkheil,1108490,not out ,1,4,0,0,25.0,1
William Porterfield (c),24611,c †Ikram Alikhil b Yamin Ahmadzai,0,2,0,0,0.0,2
Paul Stirling,303427,lbw b Yamin Ahmadzai,14,49,2,0,28.57,2
Andy Balbirnie,303423,c †Ikram Alikhil b Waqar Salamkheil,82,149,11,0,55.03,2
James McCollum,470917,lbw b Rashid Khan,39,96,5,0,40.62,2
Kevin O'Brien,24605,lbw b Rashid Khan,56,78,7,0,71.79,2
Stuart Poynter †,308294,c Ihsanullah b Waqar Salamkheil,1,9,0,0,11.11,2
Stuart Thompson,414821,c Ihsanullah b Rashid Khan,1,12,0,0,8.33,2
George Dockrell,348034,lbw b Rashid Khan,25,79,2,0,31.65,2
Andy McBrine,417381,st †Ikram Alikhil b Rashid Khan,4,13,1,0,30.77,2
James Cameron-Dow,380957,not out ,32,39,5,0,82.05,2
Tim Murtagh,17134,c Rahmat Shah b Yamin Ahmadzai,27,32,4,0,84.38,2
Mohammad Shahzad,419873,c †Poynter b McBrine,2,34,0,0,5.88,3
Ihsanullah,703323,not out ,65,129,8,2,50.39,3
Rahmat Shah,533956,st †Poynter b Cameron-Dow,76,122,13,0,62.3,3
Mohammad Nabi,25913,run out (Murtagh/†Poynter),1,1,0,0,100.0,3
Hashmatullah Shahidi,440970,not out ,4,1,1,0,400.0,3
