Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Luke Ronchi †,7502,c Junaid Khan b Shahid Afridi,51,33,1,5,154.55,0
Rizwan Hussain,962107,c Evans b Mohammad Irfan,4,8,0,0,50.0,0
Cameron Delport,322810,c Mohammad Irfan b Ali Shafiq,0,4,0,0,0.0,0
Hussain Talat,628240,c Shahid Afridi b Junaid Khan,7,12,0,0,58.33,0
Phil Salt,669365, b Shahid Afridi,4,2,1,0,200.0,0
Shadab Khan,922943, b Ali Shafiq,15,17,0,0,88.24,0
Asif Ali,494230,c †Charles b Junaid Khan,2,5,0,0,40.0,0
Samit Patel,18632,not out ,20,26,1,0,76.92,0
Faheem Ashraf,681117,not out ,20,14,1,1,142.86,0
Shan Masood,233901,run out (Shadab Khan),26,20,4,0,130.0,1
Johnson Charles †,333066,c †Ronchi b Waqas Maqsood,0,6,0,0,0.0,1
Laurie Evans,256956,c Asif Ali b Shadab Khan,15,25,0,0,60.0,1
Shoaib Malik (c),42657,not out ,31,29,0,2,106.9,1
Hammad Azam,384518,lbw b Shadab Khan,14,18,1,0,77.78,1
Andre Russell,276298, b Mohammad Sami,16,7,2,1,228.57,1
Shahid Afridi,42639,not out ,16,8,0,2,200.0,1
